video_id,url,title,upload_date,duration,view_count,channel_url,channel_title,categoria_fuente
Ru_AilT_3go,https://www.youtube.com/watch?v=Ru_AilT_3go,DID CURWEN SAVE PERU WITH HIS INTERVIEW WITH JORGE NIETO? | HABLA GOOD,,1161,75000.0,https://www.youtube.com/@todogoodpe,Todo Good,streaming_humor_opinion
VQEIoqpLDNE,https://www.youtube.com/watch?v=VQEIoqpLDNE,WHICH WAS THE BEST HABLA GOOD TEAM? | DID CURWEN AND TONINO INJURE PELAO? | HABLA GOOD,,2312,35000.0,https://www.youtube.com/@todogoodpe,Todo Good,streaming_humor_opinion
LXWdHvXcY7M,https://www.youtube.com/watch?v=LXWdHvXcY7M,WHY WAS KEIKO NOT IN PUNO? | DO THE MEDIA FAVOR KEIKO FUJIMORI? | SPEAKING FACTS,,1956,28000.0,https://www.youtube.com/@todogoodpe,Todo Good,streaming_humor_opinion
MB6PR7xGWV0,https://www.youtube.com/watch?v=MB6PR7xGWV0,¿ESTÁ MAL VOTAR VICIADO EN ESTAS ELECCIONES? | ¿CUÁL ES LA MEJOR OPCIÓN DE VOTO? | HABLA GOOD,,709,12000.0,https://www.youtube.com/@todogoodpe,Todo Good,streaming_humor_opinion
opcJTeXHKRc,https://www.youtube.com/watch?v=opcJTeXHKRc,Did Roberto Sánchez win the debate against Keiko Fujimori? | Good Speaks,,1644,52000.0,https://www.youtube.com/@todogoodpe,Todo Good,streaming_humor_opinion
s1Pvitzzjmw,https://www.youtube.com/watch?v=s1Pvitzzjmw,HOW MUCH SHOULD I EARN TO LIVE WELL IN MY 30S? | IS MONEY IMPORTANT? | SPEAK GOOD,,764,70000.0,https://www.youtube.com/@todogoodpe,Todo Good,streaming_humor_opinion
nItQRZBlAhc,https://www.youtube.com/watch?v=nItQRZBlAhc,THE BEST FILM IN THE SAGA? | STAR WARS: REVENGE OF THE SITH REVIEW | BASED ON GOOD,,2039,23000.0,https://www.youtube.com/@todogoodpe,Todo Good,streaming_humor_opinion
tZY-KoTAaYA,https://www.youtube.com/watch?v=tZY-KoTAaYA,THE ICEBERG OF THE BEST MOMENTS OF ALL GOOD | HABLA GOOD,,1406,24000.0,https://www.youtube.com/@todogoodpe,Todo Good,streaming_humor_opinion
fW3OwzGBqx0,https://www.youtube.com/watch?v=fW3OwzGBqx0,BEST MOMENTS FROM THE 2026 TECHNICAL DEBATE | WHAT HAPPENED AT THE TECHNICAL DEBATE? | HABLA GOOD,,2036,45000.0,https://www.youtube.com/@todogoodpe,Todo Good,streaming_humor_opinion
WLEMdAAr0QY,https://www.youtube.com/watch?v=WLEMdAAr0QY,IS STAR WARS EPISODE 2 BORING? | BASED GOOD: STAR WARS ATTACK OF THE CLONES | TALK GOOD,,1178,24000.0,https://www.youtube.com/@todogoodpe,Todo Good,streaming_humor_opinion
ecOKkO2OGHM,https://www.youtube.com/watch?v=ecOKkO2OGHM,HABLANDO HUEVADAS - Duodécima Temporada [UNA DOCTORA NOS MIRA MAL],,5064,3300000.0,https://www.youtube.com/@HablandoHuevadasOficial,Hablando Huevadas,humor_streaming
EbGVcsBK3Ls,https://www.youtube.com/watch?v=EbGVcsBK3Ls,HABLANDO HUEVADAS - Duodécima Temporada [LA SEÑORA MÁS AMARGADA],,5805,4200000.0,https://www.youtube.com/@HablandoHuevadasOficial,Hablando Huevadas,humor_streaming
PzdDCB1jkf0,https://www.youtube.com/watch?v=PzdDCB1jkf0,HABLANDO HUEVADAS - Duodécima Temporada [¿QUÉ HACES SI TU MUJER TE ENGAÑA?],,5382,4100000.0,https://www.youtube.com/@HablandoHuevadasOficial,Hablando Huevadas,humor_streaming
q81OqAv6CVU,https://www.youtube.com/watch?v=q81OqAv6CVU,HABLANDO HUEVADAS - Duodécima Temporada [CUMPLIMOS SUEÑO A NIÑO MICROBUSERO],,5665,4300000.0,https://www.youtube.com/@HablandoHuevadasOficial,Hablando Huevadas,humor_streaming
gtRwmm361nA,https://www.youtube.com/watch?v=gtRwmm361nA,HABLANDO HUEVADAS - Duodécima Temporada [SEÑORA GANÓ 4 MILLONES DE DOLARES],,5377,4800000.0,https://www.youtube.com/@HablandoHuevadasOficial,Hablando Huevadas,humor_streaming
b3eJMXGhXtw,https://www.youtube.com/watch?v=b3eJMXGhXtw,HABLANDO HUEVADAS - Duodécima Temporada [LOS HOMBRES DEBEN PEDIR PERMISO],,5465,4800000.0,https://www.youtube.com/@HablandoHuevadasOficial,Hablando Huevadas,humor_streaming
blR2OR5WPws,https://www.youtube.com/watch?v=blR2OR5WPws,HABLANDO HUEVADAS - Duodécima Temporada [JORGE PELEA CON UN DISCAPACITADO],,6263,5400000.0,https://www.youtube.com/@HablandoHuevadasOficial,Hablando Huevadas,humor_streaming
WbhUSGpc-A0,https://www.youtube.com/watch?v=WbhUSGpc-A0,HABLANDO HUEVADAS - Duodécima Temporada [CAMILA LA COQUETA],,6040,4800000.0,https://www.youtube.com/@HablandoHuevadasOficial,Hablando Huevadas,humor_streaming
Hlu5jBgxPiA,https://www.youtube.com/watch?v=Hlu5jBgxPiA,HABLANDO HUEVADAS - Duodécima Temporada [EL HOMBRE MÁS FUERTE DEL MUNDO],,5946,4600000.0,https://www.youtube.com/@HablandoHuevadasOficial,Hablando Huevadas,humor_streaming
QehTFxWfw-Y,https://www.youtube.com/watch?v=QehTFxWfw-Y,HABLANDO HUEVADAS - Duodécima Temporada [NIÑA CUENTA LA MEJOR ANÉCDOTA],,5588,4600000.0,https://www.youtube.com/@HablandoHuevadasOficial,Hablando Huevadas,humor_streaming
JofddXZxpM4,https://www.youtube.com/watch?v=JofddXZxpM4,HABLANDO HUEVADAS - Duodécima Temporada [JORGE Y LA MEJOR PROPINA],,5543,4500000.0,https://www.youtube.com/@HablandoHuevadasOficial,Hablando Huevadas,humor_streaming
dkNkhybzhbw,https://www.youtube.com/watch?v=dkNkhybzhbw,HABLANDO HUEVADAS - Duodécima Temporada [EL JUICIO POR ALIMENTOS],,5471,4600000.0,https://www.youtube.com/@HablandoHuevadasOficial,Hablando Huevadas,humor_streaming
TNgS7sRfA58,https://www.youtube.com/watch?v=TNgS7sRfA58,HABLANDO HUEVADAS - Duodécima Temporada [EL CHICO QUE NO PASÓ EL CASTING],,6078,4300000.0,https://www.youtube.com/@HablandoHuevadasOficial,Hablando Huevadas,humor_streaming
E6uXI7kWuN0,https://www.youtube.com/watch?v=E6uXI7kWuN0,HABLANDO HUEVADAS - Duodécima Temporada [DEBATE PRESIDENCIAL - AMPAY EN EL YATE],,7082,5600000.0,https://www.youtube.com/@HablandoHuevadasOficial,Hablando Huevadas,humor_streaming
duFRnVo2LXg,https://www.youtube.com/watch?v=duFRnVo2LXg,HABLANDO HUEVADAS - Duodécima Temporada [¡ESTAMOS EN LA CIMA!],,5895,4700000.0,https://www.youtube.com/@HablandoHuevadasOficial,Hablando Huevadas,humor_streaming
t-aFU36gRKs,https://www.youtube.com/watch?v=t-aFU36gRKs,HABLANDO HUEVADAS - Duodécima Temporada [EXPONIENDO INFIELES],,6255,6600000.0,https://www.youtube.com/@HablandoHuevadasOficial,Hablando Huevadas,humor_streaming
8TRHEOii-AM,https://www.youtube.com/watch?v=8TRHEOii-AM,HABLANDO HUEVADAS - Duodécima Temporada [RICARDO YA ES PAPÁ],,5078,5100000.0,https://www.youtube.com/@HablandoHuevadasOficial,Hablando Huevadas,humor_streaming
5R53jbgXVo8,https://www.youtube.com/watch?v=5R53jbgXVo8,Bonus Track HABLANDO HUEVADAS - Undécima Temporada [JORGITO Y JORGITA],,5427,4300000.0,https://www.youtube.com/@HablandoHuevadasOficial,Hablando Huevadas,humor_streaming
gLE7dOYCFqI,https://www.youtube.com/watch?v=gLE7dOYCFqI,HABLANDO HUEVADAS - Undécima Temporada [TROLEAN A JORGE],,6034,5600000.0,https://www.youtube.com/@HablandoHuevadasOficial,Hablando Huevadas,humor_streaming
JWIdrIBI1_g,https://www.youtube.com/watch?v=JWIdrIBI1_g,🇧🇴 HABLANDO HUEVADAS - Undécima Temporada [NOTICIAS SOBRE EL VICEPRESIDENTE],,4992,3900000.0,https://www.youtube.com/@HablandoHuevadasOficial,Hablando Huevadas,humor_streaming
P9OQBl8NkEU,https://www.youtube.com/watch?v=P9OQBl8NkEU,An important message ❤️‍🩹,,1707,566000.0,https://www.youtube.com/c/Misiasperoviajeras,Misias pero viajeras,viajes
avYS1tpkZbc,https://www.youtube.com/watch?v=avYS1tpkZbc,The BEST of El Salvador 🇸🇻 | 10 must-do activities 📝🌋🏄🏽‍♀️,,1580,169000.0,https://www.youtube.com/c/Misiasperoviajeras,Misias pero viajeras,viajes
na25oNB_LTg,https://www.youtube.com/watch?v=na25oNB_LTg,"⏰ First 24 hours in EL SALVADOR 🇸🇻 | Food, what to do, and safety 📝",,1751,282000.0,https://www.youtube.com/c/Misiasperoviajeras,Misias pero viajeras,viajes
3dGh081aCOA,https://www.youtube.com/watch?v=3dGh081aCOA,🇻🇪 The 2 faces of LOS ROQUES: the TYCOON ✨ vs. the real one 👊,,1044,128000.0,https://www.youtube.com/c/Misiasperoviajeras,Misias pero viajeras,viajes
KEhZnDXlrxc,https://www.youtube.com/watch?v=KEhZnDXlrxc,¡FULL DAY EN MORROCOY 🇻🇪! Playas turquesas por US$20 🤑,,1103,129000.0,https://www.youtube.com/c/Misiasperoviajeras,Misias pero viajeras,viajes
K9Mv-fnHp7c,https://www.youtube.com/watch?v=K9Mv-fnHp7c,HOTEL XCARET ARTE 2025 🇲🇽 | My favorite hotel in the WORLD 🔝 Why is it? 🤔,,1784,508000.0,https://www.youtube.com/c/Misiasperoviajeras,Misias pero viajeras,viajes
VK7JIMP4NNE,https://www.youtube.com/watch?v=VK7JIMP4NNE,I TRAVELED TO OAXACA FOR THIS 🇲🇽,,1812,100000.0,https://www.youtube.com/c/Misiasperoviajeras,Misias pero viajeras,viajes
FDl4Au7ChhU,https://www.youtube.com/watch?v=FDl4Au7ChhU,¡5 platos que SÍ O SÍ debes probar en tu viaje a México! 🇲🇽 | Peruana AMA comida mexicana 😋🌶️,,602,66000.0,https://www.youtube.com/c/Misiasperoviajeras,Misias pero viajeras,viajes
r4CjVQESD18,https://www.youtube.com/watch?v=r4CjVQESD18,"Rica y abundante 🤤 ¡Así es la comida en CARACAS! 🇻🇪 | Arepas, cachapas, pabellón criollo y más",,1642,432000.0,https://www.youtube.com/c/Misiasperoviajeras,Misias pero viajeras,viajes
aQ4Z8ep51e8,https://www.youtube.com/watch?v=aQ4Z8ep51e8,Exploring Caracas 🇻🇪 | First time in Venezuela 🔥,,1504,250000.0,https://www.youtube.com/c/Misiasperoviajeras,Misias pero viajeras,viajes
8qNeFFulB-A,https://www.youtube.com/watch?v=8qNeFFulB-A,"A Full Day of Madrid Food 🇪🇸 | Traditional, delicious, and cheap! 🍻🥘",,1824,219000.0,https://www.youtube.com/c/Misiasperoviajeras,Misias pero viajeras,viajes
hLfav9BkmVQ,https://www.youtube.com/watch?v=hLfav9BkmVQ,This is how we live in the first world 😲 Latina IMPACTED IN HOLLAND 🇳🇱,,1955,85000.0,https://www.youtube.com/c/Misiasperoviajeras,Misias pero viajeras,viajes
QRssWvOO56g,https://www.youtube.com/watch?v=QRssWvOO56g,🇧🇪 GANTE en 24 Horas: ¿Qué ver y hacer en la ciudad de castillos y canales? 🍟🍻🛶,,1177,84000.0,https://www.youtube.com/c/Misiasperoviajeras,Misias pero viajeras,viajes
vBOgEUO0Qko,https://www.youtube.com/watch?v=vBOgEUO0Qko,"BRUGES: 12 Must-Do Activities! 🇧🇪 | Chocolates, Beer, Squares, and More 🍫🍻",,1340,168000.0,https://www.youtube.com/c/Misiasperoviajeras,Misias pero viajeras,viajes
CcwxWPkax18,https://www.youtube.com/watch?v=CcwxWPkax18,"I slept in the Sahara Desert 🇲🇦😱 | 4-Day Tour: The Good, the Bad, and the Ugly",,2596,111000.0,https://www.youtube.com/c/Misiasperoviajeras,Misias pero viajeras,viajes
-sc2VZhjozU,https://www.youtube.com/watch?v=-sc2VZhjozU,Moroccan Food Guide 🇲🇦 | From Restaurants to Street Stalls,,1690,110000.0,https://www.youtube.com/c/Misiasperoviajeras,Misias pero viajeras,viajes
vewQXipobtc,https://www.youtube.com/watch?v=vewQXipobtc,"I did all this in MARRAKECH, good, nice AND CHEAP",,1752,136000.0,https://www.youtube.com/c/Misiasperoviajeras,Misias pero viajeras,viajes
9km_eIosTeY,https://www.youtube.com/watch?v=9km_eIosTeY,"First 24 hours in MOROCCO! 🛩️🇲🇦 Arrival, accommodation, and first impressions 📝",,1505,116000.0,https://www.youtube.com/c/Misiasperoviajeras,Misias pero viajeras,viajes
Ho9Yv7Vc07E,https://www.youtube.com/watch?v=Ho9Yv7Vc07E,"Complete Guide to Machu Picchu 🇵🇪 | Transportation, Prices, and ALL Routes!",,2140,410000.0,https://www.youtube.com/c/Misiasperoviajeras,Misias pero viajeras,viajes
TQMeCmEPwSQ,https://www.youtube.com/watch?v=TQMeCmEPwSQ,15 Things You MUST Do in Tokyo | 24-Hour Quick Guide,,3534,304000.0,https://www.youtube.com/c/Misiasperoviajeras,Misias pero viajeras,viajes
lotsFKTiSxI,https://www.youtube.com/watch?v=lotsFKTiSxI,TARICAYA 🐢 The best way to discover and connect with the Amazon 🌳,,1221,35000.0,https://www.youtube.com/c/BuenViajePe,Buen Viaje,viajes
raPtQrmXn40,https://www.youtube.com/watch?v=raPtQrmXn40,HUAYHUASH 🏔️ The most beautiful walk in the world??? It is in Peru 🇵🇪,,1443,120000.0,https://www.youtube.com/c/BuenViajePe,Buen Viaje,viajes
MjxTI0GkAAE,https://www.youtube.com/watch?v=MjxTI0GkAAE,"ISHINCA 🏔️ Reaching the summit wasn't easy, but we did it 💪🏻",,1206,56000.0,https://www.youtube.com/c/BuenViajePe,Buen Viaje,viajes
_M-8PB-_J-g,https://www.youtube.com/watch?v=_M-8PB-_J-g,SALKANTAY 🏔️ Why is it the busiest hike in Peru?,,1403,31000.0,https://www.youtube.com/c/BuenViajePe,Buen Viaje,viajes
WYgCsw8ymao,https://www.youtube.com/watch?v=WYgCsw8ymao,INTI RAYMI ☀️ The most impressive celebration in the Andes ⛰️,,1334,27000.0,https://www.youtube.com/c/BuenViajePe,Buen Viaje,viajes
cNgIi08qyD8,https://www.youtube.com/watch?v=cNgIi08qyD8,Rafting on the APURIMAC RIVER: an adrenaline-filled adventure filled with nature 💥,,1434,46000.0,https://www.youtube.com/c/BuenViajePe,Buen Viaje,viajes
QtzQlmxLBHg,https://www.youtube.com/watch?v=QtzQlmxLBHg,"Discover Tambopata, a reserve deep in the Peruvian Amazon.",,1403,17000.0,https://www.youtube.com/c/BuenViajePe,Buen Viaje,viajes
PRiiMz3AGjY,https://www.youtube.com/watch?v=PRiiMz3AGjY,"Rioja was a BIG surprise. We didn't expect it, but we fell in love with this destination 🌱✨",,1370,22000.0,https://www.youtube.com/c/BuenViajePe,Buen Viaje,viajes
Ew7fAGHS3iM,https://www.youtube.com/watch?v=Ew7fAGHS3iM,Caleta San José is a paradise on the coast of Arequipa 💙,,1412,45000.0,https://www.youtube.com/c/BuenViajePe,Buen Viaje,viajes
uhRjAN2dX50,https://www.youtube.com/watch?v=uhRjAN2dX50,We camped in Rupac; the Limean Machu Picchu 🙌🏻,,1503,18000.0,https://www.youtube.com/c/BuenViajePe,Buen Viaje,viajes
cuVjIkc9dxE,https://www.youtube.com/watch?v=cuVjIkc9dxE,Looking for snow in the rainy season 🏔️🌧️,,1448,15000.0,https://www.youtube.com/c/BuenViajePe,Buen Viaje,viajes
jehBrIUzg-Y,https://www.youtube.com/watch?v=jehBrIUzg-Y,The best place to camp in front of the sea ⛺️🌊,,1436,16000.0,https://www.youtube.com/c/BuenViajePe,Buen Viaje,viajes
d7hyv8FBoX0,https://www.youtube.com/watch?v=d7hyv8FBoX0,Las playas de Huarmey te están esperando para enamorarte 🐚,,733,56000.0,https://www.youtube.com/c/BuenViajePe,Buen Viaje,viajes
0zuA274Qwqk,https://www.youtube.com/watch?v=0zuA274Qwqk,This is one of the most beautiful treks in Peru and the world 🏔️🌎,,1485,80000.0,https://www.youtube.com/c/BuenViajePe,Buen Viaje,viajes
EWTgjK8G9gw,https://www.youtube.com/watch?v=EWTgjK8G9gw,Yoyato River and Mainique Gorge in the beautiful jungle of Cusco 🌈🌿,,831,20000.0,https://www.youtube.com/c/BuenViajePe,Buen Viaje,viajes
Lh1iM-qdOao,https://www.youtube.com/watch?v=Lh1iM-qdOao,Laguna 69 por otra ruta con menos gente 😉,,627,9800.0,https://www.youtube.com/c/BuenViajePe,Buen Viaje,viajes
AM0H6J5hISk,https://www.youtube.com/watch?v=AM0H6J5hISk,"Así se sintió llegar a 5686 msnm, a la cumbre de la Montaña de los Sueños 💪🏻🤍",,1054,18000.0,https://www.youtube.com/c/BuenViajePe,Buen Viaje,viajes
x4rznr5DO2o,https://www.youtube.com/watch?v=x4rznr5DO2o,Acampamos en la Laguna Radián con vista a 5 nevados de la Cordillera Blanca 🏔️👌🏻,,611,2600.0,https://www.youtube.com/c/BuenViajePe,Buen Viaje,viajes
SBTniIZhbcI,https://www.youtube.com/watch?v=SBTniIZhbcI,Un festival de música en medio de la selva peruana 🌳🎶,,604,5300.0,https://www.youtube.com/c/BuenViajePe,Buen Viaje,viajes
GM3QdzndLLw,https://www.youtube.com/watch?v=GM3QdzndLLw,4 chicas manejando de Lima a Oxapampa. Todo lo que pasó en ese carro 😜,,611,8700.0,https://www.youtube.com/c/BuenViajePe,Buen Viaje,viajes
ZG4LlLmxXHk,https://www.youtube.com/watch?v=ZG4LlLmxXHk,SACRED VALLEY OF THE INCAS: The hidden gourmet route almost no one takes. Cusco,,932,50000.0,https://www.youtube.com/@ViajayPrueba,Viaja y Prueba,viajes_gastronomia
d7LfvurGQdY,https://www.youtube.com/watch?v=d7LfvurGQdY,THE BEST EMPANADAS. Tejadita in search of the fullest and tastiest empanadas in Lima.,,895,53000.0,https://www.youtube.com/@ViajayPrueba,Viaja y Prueba,viajes_gastronomia
4-WgE-1FsI4,https://www.youtube.com/watch?v=4-WgE-1FsI4,Cambió la comida amazónica para siempre: Especial Tarapoto 🇵🇪,,638,38000.0,https://www.youtube.com/@ViajayPrueba,Viaja y Prueba,viajes_gastronomia
M2bfZIwh7Iw,https://www.youtube.com/watch?v=M2bfZIwh7Iw,The Secret Route of TARAPOTO: Hidden Gems with Incredible Food 🤤,,1020,99000.0,https://www.youtube.com/@ViajayPrueba,Viaja y Prueba,viajes_gastronomia
ON5PcMlJQh0,https://www.youtube.com/watch?v=ON5PcMlJQh0,"VIAJAMOS A 4,000 METROS por el ""Oro Negro"" de Junín: Esta es ""La Ruta de la Maca"".",,586,78000.0,https://www.youtube.com/@ViajayPrueba,Viaja y Prueba,viajes_gastronomia
_HCar7J0ej0,https://www.youtube.com/watch?v=_HCar7J0ej0,"""You don't know Lambayeque if you haven't eaten at Juana Zunini's.""",,625,84000.0,https://www.youtube.com/@ViajayPrueba,Viaja y Prueba,viajes_gastronomia
dX_mJtQTSEI,https://www.youtube.com/watch?v=dX_mJtQTSEI,Las Fijas de Tejadita en Gamarra! Los mejores Huariques de el emporio.,,760,93000.0,https://www.youtube.com/@ViajayPrueba,Viaja y Prueba,viajes_gastronomia
6SiZtYcroXQ,https://www.youtube.com/watch?v=6SiZtYcroXQ,24 HOURS IN LONDON. Everything we could try in just a few hours in this incredible city,,603,80000.0,https://www.youtube.com/@ViajayPrueba,Viaja y Prueba,viajes_gastronomia
OIYkxGvvuxQ,https://www.youtube.com/watch?v=OIYkxGvvuxQ,Is it still possible to eat cheaply in Lima? We went out with two broke but fun-loving people to ...,,961,238000.0,https://www.youtube.com/@ViajayPrueba,Viaja y Prueba,viajes_gastronomia
d8z0sRyQFi8,https://www.youtube.com/watch?v=d8z0sRyQFi8,PÓMAC FOREST IN LAMBAYEQUE 🌳 The best GOAT and DUCK RICE 🦆 in LAMBAYEQUE!,,963,81000.0,https://www.youtube.com/@ViajayPrueba,Viaja y Prueba,viajes_gastronomia
2gu1DpbboEU,https://www.youtube.com/watch?v=2gu1DpbboEU,What they DON'T tell you about Arica! 😱 Will it be similar to our food?,,943,124000.0,https://www.youtube.com/@ViajayPrueba,Viaja y Prueba,viajes_gastronomia
8AzFo_k-PWU,https://www.youtube.com/watch?v=8AzFo_k-PWU,They beat any restaurant! 😱 The 3 best street ceviches. The Soup Maker of America,,662,114000.0,https://www.youtube.com/@ViajayPrueba,Viaja y Prueba,viajes_gastronomia
ks3e_5ieYpA,https://www.youtube.com/watch?v=ks3e_5ieYpA,THE BEST HOT SAUCE OF MY LIFE 🌶️ The ultimate route. Is Tacna the capital of southern flavor? 🍷,,1102,146000.0,https://www.youtube.com/@ViajayPrueba,Viaja y Prueba,viajes_gastronomia
n3ylBos0734,https://www.youtube.com/watch?v=n3ylBos0734,Miraflores: 4 Gastronomic Gems You HAVE to Try (No Flaws).,,1015,240000.0,https://www.youtube.com/@ViajayPrueba,Viaja y Prueba,viajes_gastronomia
HXeAV2_hHlA,https://www.youtube.com/watch?v=HXeAV2_hHlA,"Cajamarca to the Max: 24 Hour Guide, The Best Dishes, Cheeses and Hot Springs.",,938,87000.0,https://www.youtube.com/@ViajayPrueba,Viaja y Prueba,viajes_gastronomia
1jDtO7RhqL4,https://www.youtube.com/watch?v=1jDtO7RhqL4,"Peruvian food in Santiago, Chile. Luciano and Tejadita looking for surefire hits with Chileans an...",,906,119000.0,https://www.youtube.com/@ViajayPrueba,Viaja y Prueba,viajes_gastronomia
68HgUkfkInY,https://www.youtube.com/watch?v=68HgUkfkInY,Did I find the BEST ANDEAN SOUPS in Lima? 🇵🇪Tejadita is the Soup Master of America and he searche...,,921,84000.0,https://www.youtube.com/@ViajayPrueba,Viaja y Prueba,viajes_gastronomia
_zZUot0tuiA,https://www.youtube.com/watch?v=_zZUot0tuiA,"SANTIAGO, CHILE, HAS GREAT FOOD! A day spent searching for the best food in this destination.",,939,163000.0,https://www.youtube.com/@ViajayPrueba,Viaja y Prueba,viajes_gastronomia
CGhVGHZ8_LA,https://www.youtube.com/watch?v=CGhVGHZ8_LA,"UNMISSABLE CAJAMARCA! 6 Years Later, The Food You Don't Know (and Will Love) Luciano and Tex on t...",,836,105000.0,https://www.youtube.com/@ViajayPrueba,Viaja y Prueba,viajes_gastronomia
q9o-kjewAk4,https://www.youtube.com/watch?v=q9o-kjewAk4,They took us to the end of the world. The most extreme journey in the new Subaru Forester.,,496,33000.0,https://www.youtube.com/@ViajayPrueba,Viaja y Prueba,viajes_gastronomia
