chunk_id,stratum,initial_effective_labels,cascade_labels,cascade_confidence,flash_labels,flash_confidence,pro_available,pro_labels,pro_confidence,final_reference_labels,final_event_id,final_reviewer,final_batch_id
6Uyerf_9EDk_ed1ebb38aa4b618e1012,"('PENDIENTE', 'deepseek-v4-pro', 'needs_review')",,,0.65,RACISMO_DISCRIMINACION,0.9,1,,0.65,SEGURO,codex-9fa7fdb095d1280261817b55,CODEX,CODEX-UNLABELED-PROMPT-V3_1_1-20260809
6Uyerf_9EDk_f0a72a547e4c5731fd75,"('PENDIENTE', 'deepseek-v4-pro', 'needs_review')",,,0.65,,0.65,1,,0.65,SEGURO,codex-fa684087829842c425e110df,CODEX,CODEX-UNLABELED-PROMPT-V3_1_1-20260809
6WTerx0a1Ik_77a99eb85c3c8dfd8c51,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,0,,,SEGURO,,,
6WTerx0a1Ik_947fbeaf2ed2bd7b48ec,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,0,,,SEGURO,,,
6bXEIPoA-EM_280ca9e405c99f7ebe00,"('SEGURO', 'deepseek-v4-pro', 'resolved')",SEGURO,SEGURO,0.95,,0.65,1,SEGURO,0.95,SEGURO,,,
6cF4Rztgc2E_74fd3dc39c9ae617f146,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,0,,,SEGURO,,,
6cF4Rztgc2E_87ddba36cdbba358b164,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,0,,,SEGURO,,,
6cF4Rztgc2E_a9d3cddf6b0b7070d8a4,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,0,,,SEGURO,,,
6d-gOlI9OLA_04324822a5ae06559929,"('PENDIENTE', 'deepseek-v4-pro', 'needs_review')",,,0.65,,0.65,1,,0.65,SEGURO,codex-b6cc8f6b98a5b07e49f173e5,CODEX,CODEX-UNLABELED-PROMPT-V3_1_1-20260809
6d-gOlI9OLA_277d184a6468c5dac8ba,"('PENDIENTE', 'deepseek-v4-pro', 'needs_review')",,,0.65,,0.65,1,,0.65,SEGURO,codex-5026d9310d2fbaf9e7dc127a,CODEX,CODEX-UNLABELED-PROMPT-V3_1_1-20260809
6d-gOlI9OLA_3c17227573ec81f6cec5,"('PENDIENTE', 'deepseek-v4-pro', 'needs_review')",,,0.65,SEGURO,0.95,1,,0.65,SEGURO,codex-d8241c8f152f878f18de6052,CODEX,CODEX-UNLABELED-PROMPT-V3_1_1-20260809
6d-gOlI9OLA_48bdceb3a57cafc81894,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,0,,,SEGURO,,,
6d-gOlI9OLA_4d5b449885dde0282780,"('PENDIENTE', 'deepseek-v4-pro', 'needs_review')",,,0.65,,0.65,1,,0.65,SEGURO,codex-752fef3a19dda9772ec22b21,CODEX,CODEX-UNLABELED-PROMPT-V3_1_1-20260809
6d-gOlI9OLA_5331a4f0bea95b281c8e,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,0,,,SEGURO,,,
6d-gOlI9OLA_60e549411b344f7bfd7f,"('PENDIENTE', 'deepseek-v4-pro', 'needs_review')",,,0.65,,0.65,1,,0.65,SEGURO,codex-47faee0727cd18a2b6b9e654,CODEX,CODEX-UNLABELED-PROMPT-V3_1_1-20260809
6d-gOlI9OLA_c0854dc488d5a33106f8,"('SEGURO', 'deepseek-v4-pro', 'needs_review')",SEGURO,SEGURO,0.9,ACOSO_AMENAZA,0.65,1,SEGURO,0.9,SEGURO,a49efefb-09f4-5425-aaab-fb8d1226b474,reviewer-879d60dc246ead2d,
6d-gOlI9OLA_c9e624aade71e6839d8e,"('PENDIENTE', 'deepseek-v4-pro', 'needs_review')",,,0.65,,0.65,1,,0.65,SEGURO,codex-961f91c07bd1ba4251f72b0d,CODEX,CODEX-UNLABELED-PROMPT-V3_1_1-20260809
6d-gOlI9OLA_e84e89b98d22f8e36846,"('PENDIENTE', 'deepseek-v4-pro', 'needs_review')",,,0.65,,0.65,1,,0.65,SEGURO,codex-a74e42e5de9fba8cd8644408,CODEX,CODEX-UNLABELED-PROMPT-V3_1_1-20260809
6dWRhnLIu6A_110de7fa982b2ed11cf2,"('SEGURO', 'deepseek-v4-pro', 'needs_review')",SEGURO,SEGURO,0.9,ATAQUE_POR_GENERO_IDENTIDAD,0.65,1,SEGURO,0.9,SEGURO,43999598-b627-52bc-b697-2f3e21d1a9d0,reviewer-879d60dc246ead2d,
6dWRhnLIu6A_137cd008690fad8a3ca5,"('SEGURO', 'deepseek-v4-pro', 'resolved')",SEGURO,SEGURO,0.9,SEGURO,0.95,1,SEGURO,0.9,SEGURO,,,
6dWRhnLIu6A_1a53b3e39f544155c9c1,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,0,,,SEGURO,,,
6dWRhnLIu6A_1d9ebd062ef4f3b4319d,"('PENDIENTE', 'deepseek-v4-pro', 'needs_review')",,,0.65,RACISMO_DISCRIMINACION,0.9,1,,0.65,SEGURO,codex-03276c7b8d1e1f2bac013814,CODEX,CODEX-UNLABELED-PROMPT-V3_1_1-20260809
6dWRhnLIu6A_40fc5fc2514d22ae644b,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,0,,,SEGURO,,,
6dWRhnLIu6A_417abeaff7bc40d3eef6,"('PENDIENTE', 'deepseek-v4-pro', 'needs_review')",,,0.65,,0.65,1,,0.65,SEGURO,codex-5ba1df5588457d4a058629d3,CODEX,CODEX-UNLABELED-PROMPT-V3_1_1-20260809
6dWRhnLIu6A_41e35849a9327abb5d97,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,0,,,SEGURO,,,
6dWRhnLIu6A_43525136a4b28b0d6df9,"('RACISMO_DISCRIMINACION', 'deepseek-v4-pro', 'needs_review')",RACISMO_DISCRIMINACION,RACISMO_DISCRIMINACION,0.65,RACISMO_DISCRIMINACION,0.65,1,RACISMO_DISCRIMINACION,0.65,RACISMO_DISCRIMINACION,codex-pro-accept-f60363e9d6e6f5c60d5303ff,CODEX,CODEX-PRO-PRECEDENCE-20260809
6dWRhnLIu6A_4e9c5fbfffb358d8929b,"('PENDIENTE', 'deepseek-v4-flash', 'needs_review')",,SEGURO,0.95,,0.65,1,SEGURO,0.95,SEGURO,codex-4c828d61314b599b9732a7f7,CODEX,CODEX-UNLABELED-PROMPT-V3_1_1-20260809
6dWRhnLIu6A_5c5992a3b03e38ae69d0,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.9,SEGURO,0.9,0,,,SEGURO,,,
6dWRhnLIu6A_718393de0e410edcc424,"('PENDIENTE', 'deepseek-v4-pro', 'needs_review')",,,0.65,,0.65,1,,0.65,SEGURO,codex-eec25df3ae632f072660c03d,CODEX,CODEX-UNLABELED-PROMPT-V3_1_1-20260809
6dWRhnLIu6A_730f214e0b33c2997d10,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,0,,,SEGURO,,,
6dWRhnLIu6A_8d031b3f849cbb28d7ca,"('SEGURO', 'deepseek-v4-pro', 'resolved')",SEGURO,SEGURO,0.9,SEGURO,0.95,1,SEGURO,0.9,SEGURO,,,
6dWRhnLIu6A_8ed52b2f6ad3c3936c48,"('PENDIENTE', 'deepseek-v4-pro', 'needs_review')",,,0.65,,0.65,1,,0.65,SEGURO,codex-0cfee5d629ccdc23900612e2,CODEX,CODEX-UNLABELED-PROMPT-V3_1_1-20260809
6dWRhnLIu6A_8f3839b5f4674e288bdb,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,0,,,SEGURO,,,
6dWRhnLIu6A_9379d8587078a8e63318,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,0,,,SEGURO,,,
6dWRhnLIu6A_9f79b421a2d7cb2f59c7,"('PENDIENTE', 'deepseek-v4-pro', 'needs_review')",,,0.65,,0.6,1,,0.65,ACOSO_AMENAZA,codex-fd927fc2a6cfd665bd122928,CODEX,CODEX-UNLABELED-PROMPT-V3_1_1-20260809
6dWRhnLIu6A_aad8af2af0194bae9831,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,0,,,SEGURO,,,
6dWRhnLIu6A_b6beddb15fe1d27f57e4,"('PENDIENTE', 'deepseek-v4-pro', 'needs_review')",,,0.65,,0.6,1,,0.65,SEGURO,codex-6738d032e3725baa15e852bd,CODEX,CODEX-UNLABELED-PROMPT-V3_1_1-20260809
6dWRhnLIu6A_be8af919e85451ca263f,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.9,SEGURO,0.9,0,,,SEGURO,,,
6dWRhnLIu6A_bf7e01c731125edeb8ee,"('ACOSO_AMENAZA|CONTENIDO_SEXUAL', 'deepseek-v4-pro', 'resolved')",ACOSO_AMENAZA|CONTENIDO_SEXUAL,ACOSO_AMENAZA|CONTENIDO_SEXUAL,0.9,,0.65,1,ACOSO_AMENAZA|CONTENIDO_SEXUAL,0.9,ACOSO_AMENAZA|CONTENIDO_SEXUAL,,,
6dWRhnLIu6A_e749d5fcdbbc00196de2,"('RACISMO_DISCRIMINACION', 'deepseek-v4-pro', 'needs_review')",RACISMO_DISCRIMINACION,RACISMO_DISCRIMINACION,0.65,ACOSO_AMENAZA,0.8,1,RACISMO_DISCRIMINACION,0.65,RACISMO_DISCRIMINACION,codex-pro-accept-f226a668c7cc6a1a86b0276b,CODEX,CODEX-PRO-PRECEDENCE-20260809
6dWRhnLIu6A_f3fadd1fa498a4c48a03,"('SEGURO', 'deepseek-v4-pro', 'resolved')",SEGURO,SEGURO,0.95,,0.65,1,SEGURO,0.95,SEGURO,,,
6fbl_XMPJTk_2d228a31f39bd75d5210,"('PENDIENTE', 'deepseek-v4-flash', 'needs_review')",,SEGURO,0.95,,0.65,1,SEGURO,0.95,SEGURO,codex-17fb82b6051ef0fe56d0629a,CODEX,CODEX-UNLABELED-PROMPT-V3_1_1-20260809
6fj0Ud_FlJc_059e333d9575f2e5d4e9,"('PENDIENTE', 'deepseek-v4-flash', 'needs_review')",,SEGURO,0.96,,0.65,1,SEGURO,0.96,SEGURO,codex-8b38b18a91f9e55e91df8477,CODEX,CODEX-UNLABELED-PROMPT-V3_1_1-20260809
6fj0Ud_FlJc_0dfdb4ee00591ba5c8f4,"('SEGURO', 'deepseek-v4-pro', 'resolved')",SEGURO,SEGURO,0.95,,0.65,1,SEGURO,0.95,SEGURO,,,
6fj0Ud_FlJc_459416508ff30aa502f5,"('PENDIENTE', 'deepseek-v4-pro', 'needs_review')",,,0.65,,0.6,1,,0.65,SEGURO,codex-8cc09c247df9d87aea3d4dd1,CODEX,CODEX-UNLABELED-PROMPT-V3_1_1-20260809
6fj0Ud_FlJc_b097f594d610efc90977,"('PENDIENTE', 'deepseek-v4-pro', 'needs_review')",,,0.65,RACISMO_DISCRIMINACION,0.9,1,,0.65,SEGURO,codex-8868917eb6d3fd9b744c94d6,CODEX,CODEX-UNLABELED-PROMPT-V3_1_1-20260809
6fj0Ud_FlJc_e23c944642c2f25b85d1,"('PENDIENTE', 'deepseek-v4-pro', 'needs_review')",,,0.65,,0.65,1,,0.65,SEGURO,codex-ff271693ee708c017f514264,CODEX,CODEX-UNLABELED-PROMPT-V3_1_1-20260809
6i7UmykjUhw_222e47165dc3655e729e,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,0,,,SEGURO,,,
6i7UmykjUhw_2d0cee4d3a749c5bf419,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,0,,,SEGURO,,,
6nXS9joRqUE_d55a80a4f214e060b7ae,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,0,,,SEGURO,,,
6oTllXbgRc4_15f014c75d709256bc3a,"('PENDIENTE', 'deepseek-v4-pro', 'needs_review')",,,0.65,SEGURO,0.9,1,,0.65,SEGURO,codex-5c03e88717f584821874f836,CODEX,CODEX-UNLABELED-PROMPT-V3_1_1-20260809
6oTllXbgRc4_424520b3028dc96d80ad,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.9,SEGURO,0.9,0,,,SEGURO,,,
6oTllXbgRc4_4c18a4e52d260f9e8c8e,"('PENDIENTE', 'deepseek-v4-pro', 'needs_review')",,,0.5,,0.65,1,,0.5,SEGURO,codex-a21b10ad2649748fa5483e8b,CODEX,CODEX-UNLABELED-PROMPT-V3_1_1-20260809
6oTllXbgRc4_5e85fde8c493b9f7b4e2,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,0,,,SEGURO,,,
6oTllXbgRc4_72845c5ca452ac1481a9,"('PENDIENTE', 'deepseek-v4-pro', 'needs_review')",,,0.5,,0.65,1,,0.5,SEGURO,codex-bb3555e7b61e38da71cef21b,CODEX,CODEX-UNLABELED-PROMPT-V3_1_1-20260809
6oTllXbgRc4_777a6ba6c99e4aa49903,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,0,,,SEGURO,,,
6oTllXbgRc4_8478ed5b114eca9b108c,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.9,SEGURO,0.9,0,,,SEGURO,,,
6oTllXbgRc4_cd10a47d7bff2f364a5c,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,0,,,SEGURO,,,
6oTllXbgRc4_ce92d24051eab12ee91a,"('SEGURO', 'deepseek-v4-pro', 'resolved')",SEGURO,SEGURO,0.95,,0.65,1,SEGURO,0.95,SEGURO,,,
6oTllXbgRc4_e17927bed7b9a39ad451,"('PENDIENTE', 'deepseek-v4-pro', 'needs_review')",,,0.65,,0.65,1,,0.65,SEGURO,codex-81df4370a7f6e64011230496,CODEX,CODEX-UNLABELED-PROMPT-V3_1_1-20260809
6oTllXbgRc4_ea49036eebbdff2a9bf8,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.9,SEGURO,0.9,0,,,SEGURO,,,
6oTllXbgRc4_edf388ac650b899bc3ce,"('CONTENIDO_SEXUAL', 'deepseek-v4-pro', 'resolved')",CONTENIDO_SEXUAL,CONTENIDO_SEXUAL,0.85,CONTENIDO_SEXUAL,0.85,1,CONTENIDO_SEXUAL,0.85,CONTENIDO_SEXUAL,,,
6pTlTJHhgfI_19b8ee4fc40f0258817f,"('SEGURO', 'deepseek-v4-pro', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,1,SEGURO,0.95,SEGURO,,,
6pTlTJHhgfI_34cbf2ecf1a6045bd07b,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,0,,,SEGURO,,,
6pTlTJHhgfI_8e5bb28c9831f8a4b83d,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,0,,,SEGURO,,,
6pTlTJHhgfI_c7df808c5510a43d570f,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,0,,,SEGURO,,,
6r8v-73Ikh8_1f239f15fc98bd32f566,"('SEGURO', 'deepseek-v4-pro', 'resolved')",SEGURO,SEGURO,0.95,,0.6,1,SEGURO,0.95,SEGURO,,,
6r8v-73Ikh8_1fc45eaa2ccc7c8420a5,"('PENDIENTE', 'deepseek-v4-pro', 'needs_review')",,,0.65,,0.65,1,,0.65,SEGURO,codex-601ff78d18b7389bbfffd1cf,CODEX,CODEX-UNLABELED-PROMPT-V3_1_1-20260809
6r8v-73Ikh8_26de9860989eb09bbfd1,"('PENDIENTE', 'deepseek-v4-pro', 'needs_review')",,,0.65,RACISMO_DISCRIMINACION,0.9,1,,0.65,RACISMO_DISCRIMINACION,codex-d80804b95b6d42da3f7ef3f6,CODEX,CODEX-UNLABELED-PROMPT-V3_1_1-20260809
6r8v-73Ikh8_2895dcabe5d4d49abd5e,"('RACISMO_DISCRIMINACION', 'deepseek-v4-pro', 'needs_review')",RACISMO_DISCRIMINACION,RACISMO_DISCRIMINACION,0.65,RACISMO_DISCRIMINACION,0.7,1,RACISMO_DISCRIMINACION,0.65,RACISMO_DISCRIMINACION,codex-pro-accept-b04f0e22238e7e4098dd19f8,CODEX,CODEX-PRO-PRECEDENCE-20260809
6r8v-73Ikh8_328ab178f7e0fd03ba31,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,0,,,SEGURO,,,
6r8v-73Ikh8_353601a3e0bbd24ac295,"('PENDIENTE', 'deepseek-v4-pro', 'needs_review')",,,0.65,,0.6,1,,0.65,SEGURO,codex-f129d014ac71b32e468d0585,CODEX,CODEX-UNLABELED-PROMPT-V3_1_1-20260809
6r8v-73Ikh8_622b658e7297860506ca,"('PENDIENTE', 'deepseek-v4-flash', 'needs_review')",,SEGURO,0.95,,0.65,1,SEGURO,0.95,SEGURO,codex-60cfc2d4462b2165373dda03,CODEX,CODEX-UNLABELED-PROMPT-V3_1_1-20260809
6r8v-73Ikh8_646e242abee0cbba13e9,"('PENDIENTE', 'deepseek-v4-flash', 'needs_review')",,SEGURO,0.95,,0.65,1,SEGURO,0.95,SEGURO,codex-92b9b2bf8e3bc31e69f4c77d,CODEX,CODEX-UNLABELED-PROMPT-V3_1_1-20260809
6r8v-73Ikh8_836544e00ac3823d8482,"('PENDIENTE', 'deepseek-v4-flash', 'needs_review')",,SEGURO,0.95,,0.65,1,SEGURO,0.95,SEGURO,codex-4c5bf890b0e995777d8ab6fc,CODEX,CODEX-UNLABELED-PROMPT-V3_1_1-20260809
6r8v-73Ikh8_9133ff48db3eb290d2bc,"('PENDIENTE', 'deepseek-v4-pro', 'needs_review')",,,0.65,ATAQUE_POR_GENERO_IDENTIDAD|ACOSO_AMENAZA,0.8,1,,0.65,ATAQUE_POR_GENERO_IDENTIDAD,codex-e32628c74f60870e58943de9,CODEX,CODEX-UNLABELED-PROMPT-V3_1_1-20260809
6r8v-73Ikh8_bff54770838b6cab1a5a,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,0,,,SEGURO,,,
6r8v-73Ikh8_c8726083fda82453d846,"('PENDIENTE', 'deepseek-v4-pro', 'needs_review')",,,0.5,,0.65,1,,0.5,SEGURO,codex-57573710e888843228964064,CODEX,CODEX-UNLABELED-PROMPT-V3_1_1-20260809
6r8v-73Ikh8_c8ce3826765cc5faada9,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.9,SEGURO,0.9,0,,,SEGURO,,,
6r8v-73Ikh8_d89d4380c842280a5705,"('PENDIENTE', 'deepseek-v4-flash', 'needs_review')",,SEGURO,0.93,,0.65,1,SEGURO,0.93,SEGURO,codex-2da36613005f0fe64d4dc3ed,CODEX,CODEX-UNLABELED-PROMPT-V3_1_1-20260809
6sASaWb49XY_f536d7761d18e372a5fc,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,0,,,SEGURO,,,
6sEdw_R5Ttg_7de153d6df67b3a90918,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,0,,,SEGURO,,,
6sEdw_R5Ttg_bf75b3f8047f612f83ca,"('SEGURO', 'deepseek-v4-pro', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,1,SEGURO,0.95,SEGURO,,,
6suEPe2NH_A_0c9a77c3c3a3583f6861,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,0,,,SEGURO,,,
6suEPe2NH_A_1956161589599d39c137,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,0,,,SEGURO,,,
6suEPe2NH_A_21a0fe2cfa1c711c9e88,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,0,,,SEGURO,,,
6suEPe2NH_A_21e11916209e477e57ff,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,0,,,SEGURO,,,
6suEPe2NH_A_3d53b898bf28f13d4c7a,"('PENDIENTE', 'deepseek-v4-pro', 'needs_review')",,,0.65,SEGURO,0.95,1,,0.65,SEGURO,codex-fa1798bc37d7ac7a51528a7c,CODEX,CODEX-UNLABELED-PROMPT-V3_1_1-20260809
6suEPe2NH_A_3e3d92b04077c98be8aa,"('SEGURO', 'deepseek-v4-pro', 'resolved')",SEGURO,SEGURO,0.9,SEGURO,0.95,1,SEGURO,0.9,SEGURO,,,
6suEPe2NH_A_4739d4d68c49bf4769fa,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,0,,,SEGURO,,,
6suEPe2NH_A_6837f3453a2658b92212,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,0,,,SEGURO,,,
6suEPe2NH_A_85cd5bea2ba778664be7,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,0,,,SEGURO,,,
6suEPe2NH_A_aa6db932880dd27fa8e5,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,0,,,SEGURO,,,
6suEPe2NH_A_dbfce752ee9a647f4be4,"('PENDIENTE', 'deepseek-v4-pro', 'needs_review')",,,0.65,SEGURO,0.95,1,,0.65,SEGURO,codex-befc7127158e3510d2a2203a,CODEX,CODEX-UNLABELED-PROMPT-V3_1_1-20260809
6suEPe2NH_A_ebda0cf2482153110836,"('PENDIENTE', 'deepseek-v4-pro', 'needs_review')",,,0.65,SEGURO,0.95,1,,0.65,SEGURO,codex-5475c85741c12265e0704389,CODEX,CODEX-UNLABELED-PROMPT-V3_1_1-20260809
6suEPe2NH_A_f2f185b233586a169f29,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,0,,,SEGURO,,,
6tf5V7xeqBI_6c484ec2c85548123ec4,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,0,,,SEGURO,,,
6w-2alD-IDw_485bd303ac08082b7f18,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,0,,,SEGURO,,,
6w-2alD-IDw_8bac6b10680e4e0f917b,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,0,,,SEGURO,,,
6w-2alD-IDw_f493ef68297ac6ff9597,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,0,,,SEGURO,,,
6wYkk4N65wc_139be7a661f84091f080,"('PENDIENTE', 'deepseek-v4-pro', 'needs_review')",,,0.65,SEGURO,0.9,1,,0.65,SEGURO,codex-16ca7e29582a3095f309e437,CODEX,CODEX-UNLABELED-PROMPT-V3_1_1-20260809
6wYkk4N65wc_6eef2262f039cb44a0c6,"('PENDIENTE', 'deepseek-v4-pro', 'needs_review')",,,0.65,SEGURO,0.9,1,,0.65,SEGURO,codex-8fa1e22e52c04e8443b88287,CODEX,CODEX-UNLABELED-PROMPT-V3_1_1-20260809
6wYkk4N65wc_a2fb14bc0af0ebc75ed5,"('PENDIENTE', 'deepseek-v4-pro', 'needs_review')",,,0.65,ACOSO_AMENAZA,0.8,1,,0.65,ACOSO_AMENAZA,codex-b9f42a6b25cec3da360e2921,CODEX,CODEX-UNLABELED-PROMPT-V3_1_1-20260809
6xHwtEY-uhE_1ec89b83ba412ca5650b,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,0,,,SEGURO,,,
6y02APcYO-w_3560cee8dc6a76de49c0,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,0,,,SEGURO,,,
6y02APcYO-w_532a19af291a5f2d0723,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,0,,,SEGURO,,,
6y02APcYO-w_5e0c06aafdb64228334b,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.9,SEGURO,0.9,0,,,SEGURO,,,
6y02APcYO-w_cc6cc55e2d8e4df00583,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,0,,,SEGURO,,,
6yiKrKuE-kI_43732a08123c44d4674a,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,0,,,SEGURO,,,
6yiKrKuE-kI_9560d3332244bbcabdd0,"('SEGURO', 'deepseek-v4-pro', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,1,SEGURO,0.95,SEGURO,,,
6yiKrKuE-kI_f562a9ce2b762fedaf5a,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,0,,,SEGURO,,,
6zbUDjhEHII_6063f321e7923d1789eb,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,0,,,SEGURO,,,
6zbUDjhEHII_7d137056da44193fbd85,"('SEGURO', 'deepseek-v4-pro', 'resolved')",SEGURO,SEGURO,0.85,SEGURO,0.95,1,SEGURO,0.85,SEGURO,,,
6zbUDjhEHII_80500ae2df0d6f03f21f,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,0,,,SEGURO,,,
6zbUDjhEHII_aded362a9558d205c0af,"('SEGURO', 'deepseek-v4-pro', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,1,SEGURO,0.95,SEGURO,,,
6zbUDjhEHII_eb9833873ca240569003,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,0,,,SEGURO,,,
6zbUDjhEHII_ed7cdb9945e68ae2756c,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,0,,,SEGURO,,,
70chqJ6iiAk_2b33d43a14d07d324096,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.9,SEGURO,0.9,0,,,SEGURO,,,
71e7JNCTYYE_5c7ae39e570f7304d057,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,0,,,SEGURO,,,
71e7JNCTYYE_68dc139a523bf209a119,"('PENDIENTE', 'deepseek-v4-pro', 'needs_review')",,,0.65,,0.65,1,,0.65,SEGURO,codex-430b41871869ed142e4b9b2f,CODEX,CODEX-UNLABELED-PROMPT-V3_1_1-20260809
