video_id,url,title,channel_title,channel_id,duration,discovery_type,discovery_source,source_rank,target_category,selection_reason,quota
BZ9r1QPcZkQ,https://www.youtube.com/watch?v=BZ9r1QPcZkQ,Mafias de cobro de cupos imperan en Lima Norte: denuncian aumento de extorsión a mototaxistas,El Dominical de Panamericana,UCMfcN0OV7d61cWPLYm5qHpw,202.0,targeted_search,amenaza cobrador de cupos Perú,22,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100
5ifqblqdcXk,https://www.youtube.com/watch?v=5ifqblqdcXk,Cercado de Lima: trabajadoras sexuales capturan a presunto cobrador de cupos,TVPerú Noticias,UCkZCoc42IipR1ucqJmIehsA,302.0,targeted_search,amenaza cobrador de cupos Perú,23,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100
By2PXf7Un0Y,https://www.youtube.com/watch?v=By2PXf7Un0Y,The extortionists have been caught! They were posing as a driver and fare collector in Ventanilla.,Radio Nacional,UCVW7J-lF26d3G3X8i2zmKow,192.0,targeted_search,amenaza cobrador de cupos Perú,24,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100
QkeYKwRsJMM,https://www.youtube.com/watch?v=QkeYKwRsJMM,Extorsionan a hombre con 30 mil soles tras pedir préstamo mediante aplicativo,Latina Noticias,UCpSJ5fGhmAME9Kx2D3ZvN3Q,188.0,targeted_search,amenaza cobrador de cupos Perú,25,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100
xWFNGqnWh-s,https://www.youtube.com/watch?v=xWFNGqnWh-s,Police intimidate CIVILIAN without knowing he was a POLICE COMMANDER,GRUPO CASTEC,UCiejV-6eEEmtgBmAo1I0n4A,171.0,targeted_search,amenaza cobrador de cupos Perú,26,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100
h8zgWAV8CJY,https://www.youtube.com/watch?v=h8zgWAV8CJY,Acompañó a su papá como cobrador y le salvó la vida: Extorsionador subió con puñal a cobrar cupo,Latina Noticias,UCpSJ5fGhmAME9Kx2D3ZvN3Q,556.0,targeted_search,amenaza cobrador de cupos Perú,27,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100
5AdRfOm-s7E,https://www.youtube.com/watch?v=5AdRfOm-s7E,VMT: cae extorsionador que amenazaba a sus víctimas con una granada,Buenos Días Perú,UCFnOwPrJ-Skrzk_GPNBV5tg,121.0,targeted_search,amenaza cobrador de cupos Perú,28,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100
1Yi-GfVQmcg,https://www.youtube.com/watch?v=1Yi-GfVQmcg,"Extorsionadores asesinan a chofer de combi por guerra de cupos en Lima: ""Mañana mato a otro""",Latina Noticias,UCpSJ5fGhmAME9Kx2D3ZvN3Q,743.0,targeted_search,amenaza cobrador de cupos Perú,29,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100
QxXbMCgh2rk,https://www.youtube.com/watch?v=QxXbMCgh2rk,"🛑 TERROR EN SJL: PNP atrapa al ""COBRADOR DEL MIEDO"" que Amenazaba a MOTOTAXISTAS",Reporte Perú,UCwpasOChVA2wSBJ5xij91YQ,577.0,targeted_search,amenaza cobrador de cupos Perú,30,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100
sPO_-FLCnpc,https://www.youtube.com/watch?v=sPO_-FLCnpc,Extortionist breaks down in tears upon arrest and Hitman is released after killing driver,Intro Snit,UCug8JhwDM-jKVjFr_In05Bw,186.0,targeted_search,amenaza cobrador de cupos Perú,31,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100
755FNhj_83s,https://www.youtube.com/watch?v=755FNhj_83s,"""El nuevo monarca de las extorsiones en Lima Sur"": VMT bajo la mafia de Alias 'El Mexicano'",Latina Noticias,UCpSJ5fGhmAME9Kx2D3ZvN3Q,762.0,targeted_search,amenaza cobrador de cupos Perú,32,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100
U0ITzawyYoY,https://www.youtube.com/watch?v=U0ITzawyYoY,Chofer de combi es acribillado mientras manejaba por presunto cobro de cupos,ATV Noticias,UCYG5uXS3xdsoaXIxum1pAEw,286.0,targeted_search,amenaza cobrador de cupos Perú,33,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100
Oq88NjLtXyU,https://www.youtube.com/watch?v=Oq88NjLtXyU,Los Olivos: Vecinos acusan a subgerente por presuntos cobros a meretriz para dejarla trabajar (1/2),Buenos Días Perú,UCFnOwPrJ-Skrzk_GPNBV5tg,162.0,targeted_search,amenaza cobrador de cupos Perú,34,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100
IPlpBroaOq8,https://www.youtube.com/watch?v=IPlpBroaOq8,“Plata o plomo”: Extorsionadores le exigen 25 mil soles a dueño de veterinaria de SJL,Buenos Días Perú,UCFnOwPrJ-Skrzk_GPNBV5tg,477.0,targeted_search,amenaza cobrador de cupos Perú,35,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100
VyLy12bAiTM,https://www.youtube.com/watch?v=VyLy12bAiTM,🔵🔴 Capturan a venezolano que cobraba cupos a parqueadores de autos. SMP - PERU,Avanze Milenial,UC7OG2BmFOH2c1DV2v4T0dVw,391.0,targeted_search,amenaza cobrador de cupos Perú,36,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100
t0T2JNTAj8o,https://www.youtube.com/watch?v=t0T2JNTAj8o,Un herido deja ataque de extorsionadores contra empresa de transportes en Independencia (1/2),Buenos Días Perú,UCFnOwPrJ-Skrzk_GPNBV5tg,264.0,targeted_search,amenaza cobrador de cupos Perú,37,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100
l2ZqXu6MUg8,https://www.youtube.com/watch?v=l2ZqXu6MUg8,"""Los pasajeros se echaron para atrás"": Delincuentes balean a tercer bus de empresa 'El Chino'",Latina Noticias,UCpSJ5fGhmAME9Kx2D3ZvN3Q,145.0,targeted_search,amenaza cobrador de cupos Perú,38,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100
N7SyypRuATg,https://www.youtube.com/watch?v=N7SyypRuATg,Peruanos y venezolanos en guerra por paradero de mototaxistas,ATV Noticias,UCYG5uXS3xdsoaXIxum1pAEw,160.0,targeted_search,amenaza cobrador de cupos Perú,39,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100
nXG3U7F5eF4,https://www.youtube.com/watch?v=nXG3U7F5eF4,"Sicarios acaban con la vida de venezolano y dejan nota: ""Esto solo es el principio""",ATV Noticias,UCYG5uXS3xdsoaXIxum1pAEw,218.0,targeted_search,amenaza cobrador de cupos Perú,40,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100
0Rcueb6Rv7s,https://www.youtube.com/watch?v=0Rcueb6Rv7s,Clan familiar extorsionaba a obreros y transportistas en Lima Sur: Así fueron ubicados por Policía,Latina Noticias,UCpSJ5fGhmAME9Kx2D3ZvN3Q,184.0,targeted_search,amenaza cobrador de cupos Perú,41,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100
_BLb_O9vEoE,https://www.youtube.com/watch?v=_BLb_O9vEoE,PELIGRo EN EL HUALLAGA,INCA CELL PHONE ACADEMY,UCKaPeE-i6no3W8VxL153QzA,4617.0,targeted_search,amenaza cobrador de cupos Perú,42,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100
mxUEbqmvbRk,https://www.youtube.com/watch?v=mxUEbqmvbRk,🚓📱¡Recuperó su celular! Serenos detienen a ladrones que amenazaron con machete en Chorrillos 🚨🔒,Buenos Días Perú,UCFnOwPrJ-Skrzk_GPNBV5tg,176.0,targeted_search,amenaza cobrador de cupos Perú,43,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100
iH7EW97rHi4,https://www.youtube.com/watch?v=iH7EW97rHi4,Los Olivos: Delincuentes armados intentan robar barbería pero son espantados por el dueño,Latina Noticias,UCpSJ5fGhmAME9Kx2D3ZvN3Q,290.0,targeted_search,amenaza cobrador de cupos Perú,44,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100
eZDhFE3r7dM,https://www.youtube.com/watch?v=eZDhFE3r7dM,‘Gota a gota’ virtual: amenazan y extorsionan mediante esta modalidad delictiva,TVPerú Noticias,UCkZCoc42IipR1ucqJmIehsA,193.0,targeted_search,amenaza cobrador de cupos Perú,45,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100
fshDzLCVKNQ,https://www.youtube.com/watch?v=fshDzLCVKNQ,'Los Intocables Ediles': el papel de Alex Peña en la red criminal,Latina Noticias,UCpSJ5fGhmAME9Kx2D3ZvN3Q,720.0,targeted_search,amenaza cobrador de cupos Perú,46,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100
7LBwx_ckLhQ,https://www.youtube.com/watch?v=7LBwx_ckLhQ,💸¿Qué es el PRÉSTAMO GOTA A GOTA? 💧 ¿Cómo evitar ser víctima?,HugoX ChugoX,UCuKlFRtMIlUKuvefJ-YwUtw,742.0,targeted_search,amenaza cobrador de cupos Perú,47,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100
lhoLR8cVWGg,https://www.youtube.com/watch?v=lhoLR8cVWGg,Un herido deja ataque de extorsionadores contra empresa de transportes en Independencia (2/2),Buenos Días Perú,UCFnOwPrJ-Skrzk_GPNBV5tg,477.0,targeted_search,amenaza cobrador de cupos Perú,48,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100
QIdJ0U8LUVE,https://www.youtube.com/watch?v=QIdJ0U8LUVE,Delincuentes asesinan a balazos a empresario de transporte en VMT (2/2),24 Horas,UCsakKsRww3J7pM6DavkrAIQ,82.0,targeted_search,amenaza cobrador de cupos Perú,49,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100
O-lZX5eXuqY,https://www.youtube.com/watch?v=O-lZX5eXuqY,HINCHADAS RESPONDEN A AMENAZAS DE CAMARADA VILMA 😱 #ConMiSeleccionPeruanaNoTeMetas,Kermit Mantilla,UC8Soh_i52F3Fk_lcs9LORpQ,199.0,targeted_search,amenaza cobrador de cupos Perú,50,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100
1OtntKq1DHg,https://www.youtube.com/watch?v=1OtntKq1DHg,🔴🔵A female bus fare collector was injured in an armed attack by a fake passenger in Callao.,Exitosa Noticias,UCxgO_rak_BKZP8VNVmYqbWg,299.0,targeted_search,amenaza cobrador de cupos Perú,51,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100
dwIRdqJ6zpk,https://www.youtube.com/watch?v=dwIRdqJ6zpk,"El minuto a minuto de los prestamistas del ""gota a gota"" del tren de Aragua",Latina Noticias,UCpSJ5fGhmAME9Kx2D3ZvN3Q,603.0,targeted_search,amenaza cobrador de cupos Perú,52,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100
_isVMEGNhDw,https://www.youtube.com/watch?v=_isVMEGNhDw,Los 'Gallegos' del Tren de Aragua: así operan los cobradores del 'Gota a Gota' en Lima Norte,Latina Televisión,UC3rDtLrcgr3JS3_3JOW4BAw,465.0,targeted_search,amenaza cobrador de cupos Perú,53,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100
l4yZFOPqQhI,https://www.youtube.com/watch?v=l4yZFOPqQhI,Callao: pescador lanza piedra a la cabeza de un joven rapero y lo deja grave,Buenos Días Perú,UCFnOwPrJ-Skrzk_GPNBV5tg,162.0,targeted_search,amenaza cobrador de cupos Perú,54,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100
MVyfYrnYZms,https://www.youtube.com/watch?v=MVyfYrnYZms,Los Gallegos: presunta banda criminal venezolana amenaza de muerte a peruanos,TVPerú Noticias,UCkZCoc42IipR1ucqJmIehsA,239.0,targeted_search,amenaza cobrador de cupos Perú,55,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100
9qG65TGZSCI,https://www.youtube.com/watch?v=9qG65TGZSCI,Asesinan a chofer de combi frente a su familia y dejan mensaje extorsivo,TVPerú Noticias,UCkZCoc42IipR1ucqJmIehsA,115.0,targeted_search,amenaza cobrador de cupos Perú,56,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100
WgOjpNHSTC4,https://www.youtube.com/watch?v=WgOjpNHSTC4,Se infiltró en empresa de mototaxis para extorsionar: Caen integrantes 'Los Injertos del Cono Norte',Latina Noticias,UCpSJ5fGhmAME9Kx2D3ZvN3Q,253.0,targeted_search,amenaza cobrador de cupos Perú,57,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100
I9BYWn6fliA,https://www.youtube.com/watch?v=I9BYWn6fliA,Informe 24: así fue la captura de un extorsionador en Gamarra,24 Horas,UCsakKsRww3J7pM6DavkrAIQ,379.0,targeted_search,amenaza cobrador de cupos Perú,58,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100
SEA4AlSh30k,https://www.youtube.com/watch?v=SEA4AlSh30k,Capturan a extorsionadores extranjeros que lanzaron tres bombas molotovs a restaurante en Piura,Latina Noticias,UCpSJ5fGhmAME9Kx2D3ZvN3Q,148.0,targeted_search,amenaza cobrador de cupos Perú,59,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100
r-ifuh79Eso,https://www.youtube.com/watch?v=r-ifuh79Eso,"La Libertad: 28 detenidos en operativo por minería ilegal, entre ellos coronel PNP",Cosmos Televisión,UC_ept7M1UXlCfvcUrK49Ziw,94.0,targeted_search,amenaza cobrador de cupos Perú,60,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100
UitPhojOCUs,https://www.youtube.com/watch?v=UitPhojOCUs,"Asesinan a cobrador con antecedentes en envío de drogas: ""Intentó huir, pero se resbaló""",Latina Noticias,UCpSJ5fGhmAME9Kx2D3ZvN3Q,146.0,targeted_search,amenaza cobrador de cupos Perú,61,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100
Vur-a5ZWUok,https://www.youtube.com/watch?v=Vur-a5ZWUok,PNP Captura a terrorista 'MEMO' en Huánuco,Buenos Días Perú,UCFnOwPrJ-Skrzk_GPNBV5tg,33.0,targeted_search,amenaza cobrador de cupos Perú,62,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100
8-yVCHAXtng,https://www.youtube.com/watch?v=8-yVCHAXtng,"Asesinan a chofer de empresa 'La Uvita' en Comas: ""Se van a morir todos los que estén contigo""",Latina Noticias,UCpSJ5fGhmAME9Kx2D3ZvN3Q,428.0,targeted_search,amenaza cobrador de cupos Perú,63,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100
WG5Rbc2-yJM,https://www.youtube.com/watch?v=WG5Rbc2-yJM,Asesinan a dos hermanos en descampado de Huaycán (1/2),Buenos Días Perú,UCFnOwPrJ-Skrzk_GPNBV5tg,133.0,targeted_search,amenaza cobrador de cupos Perú,64,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100
pERvTbiKKI4,https://www.youtube.com/watch?v=pERvTbiKKI4,"Caen extorsionadores colombianos cuando amenazaban por cobro ""gota a gota"".",Latina Noticias,UCpSJ5fGhmAME9Kx2D3ZvN3Q,172.0,targeted_search,amenaza cobrador de cupos Perú,65,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100
U28V3fixpZI,https://www.youtube.com/watch?v=U28V3fixpZI,De la cancha a la comisaría: futbolista Patricio Arce acusado de integrar banda criminal,Panorama,UCBiq92lt_ufNO-ktZigVXgg,887.0,targeted_search,amenaza cobrador de cupos Perú,66,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100
OL5-zjId0GA,https://www.youtube.com/watch?v=OL5-zjId0GA,🔴🔵Arequipa: Policía captura a banda delincuencial dedicada al robo de celulares,Exitosa Noticias,UCxgO_rak_BKZP8VNVmYqbWg,73.0,targeted_search,amenaza cobrador de cupos Perú,67,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100
n6D58AvH01c,https://www.youtube.com/watch?v=n6D58AvH01c,Capturan alto mando senderista,Inforegión Perú,UCOB3Gey8SydgGqnBYe_FJwA,167.0,targeted_search,amenaza cobrador de cupos Perú,68,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100
xrqp6EpQjKk,https://www.youtube.com/watch?v=xrqp6EpQjKk,"""Jonás"", a Shining Path commander from the Upper Huallaga region, is captured in Tingo María",enlacenacional,UC_Zpz_cv69p4oL0hDEJz4IA,118.0,targeted_search,amenaza cobrador de cupos Perú,69,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100
Bq1xgJ_K8og,https://www.youtube.com/watch?v=Bq1xgJ_K8og,CAE EXTORSIONADOR,Cosmos Televisión,UC_ept7M1UXlCfvcUrK49Ziw,72.0,targeted_search,amenaza cobrador de cupos Perú,70,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100
FWvKszDviYk,https://www.youtube.com/watch?v=FWvKszDviYk,Alert about motorcycle theft gang in Tingo María,enlacenacional,UC_Zpz_cv69p4oL0hDEJz4IA,97.0,targeted_search,amenaza cobrador de cupos Perú,71,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100
7pKNKV9Rp0s,https://www.youtube.com/watch?v=7pKNKV9Rp0s,SMP: Extorsionadores asesinan a balazos a chofer de bus,ATV Noticias,UCYG5uXS3xdsoaXIxum1pAEw,248.0,targeted_search,amenaza cobrador de cupos Perú,72,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100
4VcGoD0kUkA,https://www.youtube.com/watch?v=4VcGoD0kUkA,Extorsionadores van a cobrar cupos a mototaxistas y terminan siendo golpeados,ATV Noticias,UCYG5uXS3xdsoaXIxum1pAEw,213.0,targeted_search,amenaza cobrador de cupos Perú,73,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100
EoK2ULz3xjU,https://www.youtube.com/watch?v=EoK2ULz3xjU,El Agustino: enfrentamientos entre mototaxistas y presuntos extorsionadores,TVPerú Noticias,UCkZCoc42IipR1ucqJmIehsA,265.0,targeted_search,amenaza cobrador de cupos Perú,74,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100
X2OYqEpOClA,https://www.youtube.com/watch?v=X2OYqEpOClA,CAPTURAN A CUATRO POLICÍAS QUE HABÍAN ROBADO EN POLLERÍA DE TRUJILLO,UCV Noticias Chimbote,UCpIUeoq2yc-6MTK34kXE__Q,180.0,targeted_search,amenaza cobrador de cupos Perú,75,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100
_qBYSNnIYao,https://www.youtube.com/watch?v=_qBYSNnIYao,Callao: detienen a acusado de asesinato bailando en plena “fiesta covid”,Buenos Días Perú,UCFnOwPrJ-Skrzk_GPNBV5tg,252.0,targeted_search,amenaza cobrador de cupos Perú,76,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100
IqlF-82WStU,https://www.youtube.com/watch?v=IqlF-82WStU,"🔴🔵 Security camera captured attack on ""Los Rojitos"" van",Exitosa Noticias,UCxgO_rak_BKZP8VNVmYqbWg,340.0,targeted_search,amenaza cobrador de cupos Perú,77,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100
H4HuxcSc1k8,https://www.youtube.com/watch?v=H4HuxcSc1k8,"This is how the gang of Venezuelans who kidnapped a poultry businesswoman for $300,000 was caught.",Reporta Perú,UC0iTq1d61dmwWElW-UBv-Bw,531.0,targeted_search,amenaza cobrador de cupos Perú,78,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100
Qw1ryN226u4,https://www.youtube.com/watch?v=Qw1ryN226u4,Alias ​​“Satan”: Colombian man linked to extortion in Cercado de Lima captured,24 Horas,UCsakKsRww3J7pM6DavkrAIQ,122.0,targeted_search,amenaza cobrador de cupos Perú,79,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100
W1iaSxcz65Y,https://www.youtube.com/watch?v=W1iaSxcz65Y,"EN VIVO: ""Noticias Mañana"" de hoy jueves 2 de noviembre del 2023",TVPerú Noticias,UCkZCoc42IipR1ucqJmIehsA,2930.0,targeted_search,amenaza cobrador de cupos Perú,80,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100
Aos2QGaTWf8,https://www.youtube.com/watch?v=Aos2QGaTWf8,Tingo María: Drug traffickers attack CORAH eradicators,enlacenacional,UC_Zpz_cv69p4oL0hDEJz4IA,89.0,targeted_search,amenaza cobrador de cupos Perú,81,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100
Hxhsds3lT7s,https://www.youtube.com/watch?v=Hxhsds3lT7s,umbral  de  la memoria  acciones  del terrorismo  en el perú,PRENSA NOTICIAS SKY NET,UC0EHqQl9ATlc4a9SO-Sw4pQ,588.0,targeted_search,amenaza cobrador de cupos Perú,82,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100
abpy-BbRDnQ,https://www.youtube.com/watch?v=abpy-BbRDnQ,"En Tingo María, la Policía Nacional del Perú halla armamento terrorista",Centro de Documentación e Investigación LUM,UCwo0O4Ge_s-hcIxtB2gfAXw,404.0,targeted_search,amenaza cobrador de cupos Perú,83,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100
0VuBJt4_dBs,https://www.youtube.com/watch?v=0VuBJt4_dBs,Terrorista Artemio ya se encuentra recluído en la Base Naval del Callao,larepublicaweb1,UCarAZydglObXRy2XNMJMYLQ,213.0,targeted_search,amenaza cobrador de cupos Perú,84,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100
0ueNzxvDRGc,https://www.youtube.com/watch?v=0ueNzxvDRGc,Cae el sucesor de 'Artemio' en el Alto Huallaga,El Cártel del Humor,UCASTfXBrRl2CtrY4OcFdMsQ,217.0,targeted_search,amenaza cobrador de cupos Perú,85,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100
ZqcNFGGDPe8,https://www.youtube.com/watch?v=ZqcNFGGDPe8,Disparan contra chofer de combi en Comas: Segundo asesinato en la misma zona por guerra de mafias,Latina Noticias,UCpSJ5fGhmAME9Kx2D3ZvN3Q,320.0,targeted_search,amenaza cobrador de cupos Perú,86,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100
Zpr19Q3LQT8,https://www.youtube.com/watch?v=Zpr19Q3LQT8,Huaycán: desconocidos dispararon contra la vivienda de un dirigente vecinal,Buenos Días Perú,UCFnOwPrJ-Skrzk_GPNBV5tg,183.0,targeted_search,amenaza cobrador de cupos Perú,87,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100
glgbwBNqEgs,https://www.youtube.com/watch?v=glgbwBNqEgs,En Tingo María familiares rindieron homenaje a las víctimas de Sendero Luminoso,Centro de Documentación e Investigación LUM,UCwo0O4Ge_s-hcIxtB2gfAXw,129.0,targeted_search,amenaza cobrador de cupos Perú,88,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100
BOYjqpuq4h8,https://www.youtube.com/watch?v=BOYjqpuq4h8,Suspenden erradicación de coca ilegal en el Alto Huallaga,enlacenacional,UC_Zpz_cv69p4oL0hDEJz4IA,95.0,targeted_search,amenaza cobrador de cupos Perú,89,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100
-X5wWpkUon8,https://www.youtube.com/watch?v=-X5wWpkUon8,Policía presenta detenidos tras enfrentamiento con terroristas en Aucayacu,periodismope,UCzsAhe4DFpuC7DAAoNLq8BQ,32.0,targeted_search,amenaza cobrador de cupos Perú,90,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100
QkyOFdvTk5s,https://www.youtube.com/watch?v=QkyOFdvTk5s,Queman a chofer y vehículo en El Porvenir,Cosmos Televisión,UC_ept7M1UXlCfvcUrK49Ziw,150.0,targeted_search,amenaza cobrador de cupos Perú,91,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100
6isQtCUXm9Y,https://www.youtube.com/watch?v=6isQtCUXm9Y,CAPTURAN INFRAGANTI A PRESUNTO SICARIO CUANDO IBA A COMETER UN CRIMEN ‼️ | PRENSA CHALACA,PRENSA CHALACA TV,UCaB-n271JqSbgYrfdelDMOA,44.0,targeted_search,amenaza cobrador de cupos Perú,92,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100
tXyu0c39x40,https://www.youtube.com/watch?v=tXyu0c39x40,'Artemio' abandonó la Dircote y fue recluído en la Base Naval del Callao,Cronica Viva,UC1xs7hQmOj5B-E8CZqFP7lA,116.0,targeted_search,amenaza cobrador de cupos Perú,93,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100
tK2Yx3PVSjc,https://www.youtube.com/watch?v=tK2Yx3PVSjc,Terrorist attack against Z Buss: 'The Federation' sows panic in Independencia,Noticias LAT | Última Hora,UCMmKU1g6g5JWdLtzLxs5NKg,175.0,targeted_search,amenaza cobrador de cupos Perú,94,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100
Zrxlqm62qpM,https://www.youtube.com/watch?v=Zrxlqm62qpM,"Rafico: perfil del ""financista"" de Sendero Luminoso en el Huallaga",enlacenacional,UC_Zpz_cv69p4oL0hDEJz4IA,111.0,targeted_search,amenaza cobrador de cupos Perú,95,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100
l6G9__emfOc,https://www.youtube.com/watch?v=l6G9__emfOc,Frente Policial del Huallaga garantiza seguridad en elecciones en Tingo María,enlacenacional,UC_Zpz_cv69p4oL0hDEJz4IA,98.0,targeted_search,amenaza cobrador de cupos Perú,96,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100
O570P9cAqHw,https://www.youtube.com/watch?v=O570P9cAqHw,Camarada Rubén habría dirigido ataque a convoy policial en Pumahuasi,enlacenacional,UC_Zpz_cv69p4oL0hDEJz4IA,112.0,targeted_search,amenaza cobrador de cupos Perú,97,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100
7arQa51rnoQ,https://www.youtube.com/watch?v=7arQa51rnoQ,Vecinos atemorizados: no declaran tras asesinato de joven en Los Olivos,Buenos Días Perú,UCFnOwPrJ-Skrzk_GPNBV5tg,411.0,targeted_search,amenaza cobrador de cupos Perú,98,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100
6tL8-kGlex8,https://www.youtube.com/watch?v=6tL8-kGlex8,Lo que callan los cobradores,Irvin Irus Juárez,UCWj7PGy__Uzu1nJfbHv6Q-A,171.0,targeted_search,amenaza cobrador de cupos Perú,99,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100
Ytcrf3qJb6k,https://www.youtube.com/watch?v=Ytcrf3qJb6k,"CAEN LOS VENEZOLANOS (LOS CHAMOS), DE GOTA A GOTA QUE EXTORSIONAN Y AMENAZAS...!",Mi Canal Peruano ,UCn4jPCUgssPQL_T175jXtGA,305.0,targeted_search,amenaza cobrador de cupos Perú,100,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100
cYcCvYFkGzY,https://www.youtube.com/watch?v=cYcCvYFkGzY,Defendant threatens judge with killing him during virtual hearing,LP - Pasión por el Derecho,UCDscRlCxFfuHhsJBlVvPBmA,183.0,targeted_search,amenaza con arma denuncia Perú,1,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100
mg9y8E718Bg,https://www.youtube.com/watch?v=mg9y8E718Bg,Empresario Manuel Liendo amenaza con arma de fuego a conductor,Panorama,UCBiq92lt_ufNO-ktZigVXgg,877.0,targeted_search,amenaza con arma denuncia Perú,2,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100
VVTo-oZHxG4,https://www.youtube.com/watch?v=VVTo-oZHxG4,VMT: Drunk police officer threatens woman with gun,TVPerú Noticias,UCkZCoc42IipR1ucqJmIehsA,191.0,targeted_search,amenaza con arma denuncia Perú,3,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,100
