video_id,url,title,channel_title,channel_id,duration,discovery_type,discovery_source,source_rank,target_category,selection_reason,quota
RWT6yhvZU8w,https://www.youtube.com/watch?v=RWT6yhvZU8w,The debate raises more questions than answers and shows that the advisors weren't up to the task ...,Arde Troya con Juliana Oxenford,,2082.0,high_yield_channel,Arde Troya con Juliana Oxenford,162,ACOSO_PERSONAL|AMENAZA_DIRECTA,2.41 chunks de daño y 0.39 amenazas por video en el corpus base,55
_A_snRjfn3Q,https://www.youtube.com/watch?v=_A_snRjfn3Q,EXCANDIDATOS QUE SE CORREN DEL BALOTAJE Y VAN POR EL VOTO VICIADO SON LINDADOS DE TIBIOS |ARDE TROYA,Arde Troya con Juliana Oxenford,,851.0,high_yield_channel,Arde Troya con Juliana Oxenford,163,ACOSO_PERSONAL|AMENAZA_DIRECTA,2.41 chunks de daño y 0.39 amenazas por video en el corpus base,55
_yBUdn9k1Kg,https://www.youtube.com/watch?v=_yBUdn9k1Kg,"OSCAR DÍAZ WARNS: 'IF THESE ARE THE BEST EXPERTS, WE'RE IN TROUBLE | ARDE TROYA",Arde Troya con Juliana Oxenford,,1679.0,high_yield_channel,Arde Troya con Juliana Oxenford,164,ACOSO_PERSONAL|AMENAZA_DIRECTA,2.41 chunks de daño y 0.39 amenazas por video en el corpus base,55
Dz__lmjYyt0,https://www.youtube.com/watch?v=Dz__lmjYyt0,"TROY IS BURNING WITH JULIANA OXENFORD: PROGRAM OF MAY 25, 2026",Arde Troya con Juliana Oxenford,,5591.0,high_yield_channel,Arde Troya con Juliana Oxenford,165,ACOSO_PERSONAL|AMENAZA_DIRECTA,2.41 chunks de daño y 0.39 amenazas por video en el corpus base,55
oa-7mQlnb10,https://www.youtube.com/watch?v=oa-7mQlnb10,Podemos and APP restructure for elections | Acuña blames the press for his failure | All hell bre...,Arde Troya con Juliana Oxenford,,638.0,high_yield_channel,Arde Troya con Juliana Oxenford,166,ACOSO_PERSONAL|AMENAZA_DIRECTA,2.41 chunks de daño y 0.39 amenazas por video en el corpus base,55
Dq8n1ehqcKc,https://www.youtube.com/watch?v=Dq8n1ehqcKc,MIKI TORRES REVELA EL VERDADERO TRABAJO DE FUERZA POPULAR PARA SACAR A CASTILLO | ARDE TROYA,Arde Troya con Juliana Oxenford,,424.0,high_yield_channel,Arde Troya con Juliana Oxenford,167,ACOSO_PERSONAL|AMENAZA_DIRECTA,2.41 chunks de daño y 0.39 amenazas por video en el corpus base,55
2xeDS-8Uvz8,https://www.youtube.com/watch?v=2xeDS-8Uvz8,YONHY LESCANO JOINS ROBERTO SÁNCHEZ TO PREVENT KEIKO FROM CONTROLLING THE ENTIRE COUNTRY | ALL HE...,Arde Troya con Juliana Oxenford,,1963.0,high_yield_channel,Arde Troya con Juliana Oxenford,168,ACOSO_PERSONAL|AMENAZA_DIRECTA,2.41 chunks de daño y 0.39 amenazas por video en el corpus base,55
zoycud5lPvY,https://www.youtube.com/watch?v=zoycud5lPvY,¿EL FUJIMORISMO CONTROLA EL CONGRESO? YONHY LESCANO LO REVELA #ArdeTroya,Arde Troya con Juliana Oxenford,,133.0,high_yield_channel,Arde Troya con Juliana Oxenford,169,ACOSO_PERSONAL|AMENAZA_DIRECTA,2.41 chunks de daño y 0.39 amenazas por video en el corpus base,55
Y8sG1SuXYiw,https://www.youtube.com/watch?v=Y8sG1SuXYiw,"ARDE TROYA WITH JULIANA OXENFORD: MAY 22, 2026 PROGRAM",Arde Troya con Juliana Oxenford,,5526.0,high_yield_channel,Arde Troya con Juliana Oxenford,170,ACOSO_PERSONAL|AMENAZA_DIRECTA,2.41 chunks de daño y 0.39 amenazas por video en el corpus base,55
oNv8ILygFz4,https://www.youtube.com/watch?v=oNv8ILygFz4,López Aliaga loses the election and continues to blame Gorriti for all his problems | All hell br...,Arde Troya con Juliana Oxenford,,789.0,high_yield_channel,Arde Troya con Juliana Oxenford,171,ACOSO_PERSONAL|AMENAZA_DIRECTA,2.41 chunks de daño y 0.39 amenazas por video en el corpus base,55
T0z_bLuj5sQ,https://www.youtube.com/watch?v=T0z_bLuj5sQ,CARLOS BRUCE USES HIS OWN ADVISOR AS A TARGET TO TEST A NON-LETHAL WEAPON | ALL HELL BREAKS LOOSE,Arde Troya con Juliana Oxenford,,647.0,high_yield_channel,Arde Troya con Juliana Oxenford,172,ACOSO_PERSONAL|AMENAZA_DIRECTA,2.41 chunks de daño y 0.39 amenazas por video en el corpus base,55
8_IH3ebxG8g,https://www.youtube.com/watch?v=8_IH3ebxG8g,Groups in Congress seek to eliminate femicide from the penal code | All hell breaks loose,Arde Troya con Juliana Oxenford,,1288.0,high_yield_channel,Arde Troya con Juliana Oxenford,173,ACOSO_PERSONAL|AMENAZA_DIRECTA,2.41 chunks de daño y 0.39 amenazas por video en el corpus base,55
hsAOkQPmnXc,https://www.youtube.com/watch?v=hsAOkQPmnXc,"ARDE TROYA WITH JULIANA OXENFORD: MAY 21, 2026 PROGRAM",Arde Troya con Juliana Oxenford,,4544.0,high_yield_channel,Arde Troya con Juliana Oxenford,174,ACOSO_PERSONAL|AMENAZA_DIRECTA,2.41 chunks de daño y 0.39 amenazas por video en el corpus base,55
awQ9mUnO90M,https://www.youtube.com/watch?v=awQ9mUnO90M,IS CONGRESS TRYING TO ELIMINATE THE CRIME OF FEMICIDE? #AllHellBreaksLoose #shorts,Arde Troya con Juliana Oxenford,,150.0,high_yield_channel,Arde Troya con Juliana Oxenford,175,ACOSO_PERSONAL|AMENAZA_DIRECTA,2.41 chunks de daño y 0.39 amenazas por video en el corpus base,55
JwxXmOgXmhE,https://www.youtube.com/watch?v=JwxXmOgXmhE,The right wing is blackmailing Rafael López Aliaga to give his votes to Keiko | All hell is break...,Arde Troya con Juliana Oxenford,,678.0,high_yield_channel,Arde Troya con Juliana Oxenford,176,ACOSO_PERSONAL|AMENAZA_DIRECTA,2.41 chunks de daño y 0.39 amenazas por video en el corpus base,55
hbsgCUTC8_w,https://www.youtube.com/watch?v=hbsgCUTC8_w,SANTIVÁÑEZ LOSES HIS SEAT AND IS ON THE ROCKS BEFORE THE JUSTICE SYSTEM | ALL HELL BREAKS OUT,Arde Troya con Juliana Oxenford,,350.0,high_yield_channel,Arde Troya con Juliana Oxenford,177,ACOSO_PERSONAL|AMENAZA_DIRECTA,2.41 chunks de daño y 0.39 amenazas por video en el corpus base,55
lhLhQZ7m1Cg,https://www.youtube.com/watch?v=lhLhQZ7m1Cg,"Aguinaga criticized Rodríguez Cuadros' photo, and social media reminded him of Keiko with Chávez ...",Arde Troya con Juliana Oxenford,,167.0,high_yield_channel,Arde Troya con Juliana Oxenford,178,ACOSO_PERSONAL|AMENAZA_DIRECTA,2.41 chunks de daño y 0.39 amenazas por video en el corpus base,55
RuQ7_67dduA,https://www.youtube.com/watch?v=RuQ7_67dduA,"TROUBLE IN TROY WITH JULIANA OXENFORD: MAY 20, 2026 PROGRAM",Arde Troya con Juliana Oxenford,,4795.0,high_yield_channel,Arde Troya con Juliana Oxenford,179,ACOSO_PERSONAL|AMENAZA_DIRECTA,2.41 chunks de daño y 0.39 amenazas por video en el corpus base,55
jpItm0E4IV8,https://www.youtube.com/watch?v=jpItm0E4IV8,JULIANA OXENFORD INTERVIEWS FORMER CANDIDATE FIORELLA MOLINELLI #ArdeTroya #shorts,Arde Troya con Juliana Oxenford,,120.0,high_yield_channel,Arde Troya con Juliana Oxenford,180,ACOSO_PERSONAL|AMENAZA_DIRECTA,2.41 chunks de daño y 0.39 amenazas por video en el corpus base,55
qiDB0VjI8Nw,https://www.youtube.com/watch?v=qiDB0VjI8Nw,REVEALED! WHAT DO THE CANDIDATES ON KEIKO AND SÁNCHEZ'S POLITICAL SHOWS DO AND HOW MUCH DO THEY E...,Arde Troya con Juliana Oxenford,,1427.0,high_yield_channel,Arde Troya con Juliana Oxenford,181,ACOSO_PERSONAL|AMENAZA_DIRECTA,2.41 chunks de daño y 0.39 amenazas por video en el corpus base,55
UFqcf_5-VsM,https://www.youtube.com/watch?v=UFqcf_5-VsM,THE SILENCE IS BROKEN! FATHER OMAR MUST FACE JUSTICE OVER SEXUAL ASSAULT ALLEGATIONS,Arde Troya con Juliana Oxenford,,216.0,high_yield_channel,Arde Troya con Juliana Oxenford,182,ACOSO_PERSONAL|AMENAZA_DIRECTA,2.41 chunks de daño y 0.39 amenazas por video en el corpus base,55
lfFcwEO-rRI,https://www.youtube.com/watch?v=lfFcwEO-rRI,SHE TOOK ADVANTAGE OF PPK! FIORELLA MOLINELLI BREAKS HER SILENCE | ALL HELL BURNS,Arde Troya con Juliana Oxenford,,1375.0,high_yield_channel,Arde Troya con Juliana Oxenford,183,ACOSO_PERSONAL|AMENAZA_DIRECTA,2.41 chunks de daño y 0.39 amenazas por video en el corpus base,55
ILrDa-BlJa4,https://www.youtube.com/watch?v=ILrDa-BlJa4,"ARDE TROYA WITH JULIANA OXENFORD: MAY 19, 2026 EPISODE",Arde Troya con Juliana Oxenford,,5594.0,high_yield_channel,Arde Troya con Juliana Oxenford,184,ACOSO_PERSONAL|AMENAZA_DIRECTA,2.41 chunks de daño y 0.39 amenazas por video en el corpus base,55
1CFJNWlCghE,https://www.youtube.com/watch?v=1CFJNWlCghE,PPK DOES NOT SUPPORT KEIKO IN THE SECOND ROUND AND EXPOSES HIS MANIPULATION STRATEGY | ALL HELL B...,Arde Troya con Juliana Oxenford,,970.0,high_yield_channel,Arde Troya con Juliana Oxenford,185,ACOSO_PERSONAL|AMENAZA_DIRECTA,2.41 chunks de daño y 0.39 amenazas por video en el corpus base,55
SR35IGhnUcg,https://www.youtube.com/watch?v=SR35IGhnUcg,CONTEO AL 100% CONFIRMA A KEIKO FUJIMORI Y ROBERTO SÁNCHEZ EN SEGUNDA VUELTA ELECTORAL | ARDE TROYA,Arde Troya con Juliana Oxenford,,940.0,high_yield_channel,Arde Troya con Juliana Oxenford,186,ACOSO_PERSONAL|AMENAZA_DIRECTA,2.41 chunks de daño y 0.39 amenazas por video en el corpus base,55
r-Vb7lxdzNE,https://www.youtube.com/watch?v=r-Vb7lxdzNE,ERNESTO ZUNINI REVEALS THAT THE 'MAFIA PACT' GOVERNS THE COUNTRY | ALL HELL BURNS #interviews,Arde Troya con Juliana Oxenford,,2709.0,high_yield_channel,Arde Troya con Juliana Oxenford,187,ACOSO_PERSONAL|AMENAZA_DIRECTA,2.41 chunks de daño y 0.39 amenazas por video en el corpus base,55
f2MgbL36Y8k,https://www.youtube.com/watch?v=f2MgbL36Y8k,"TROY IS BURNING WITH JULIANA OXENFORD: PROGRAM OF MAY 18, 2026",Arde Troya con Juliana Oxenford,,6201.0,high_yield_channel,Arde Troya con Juliana Oxenford,188,ACOSO_PERSONAL|AMENAZA_DIRECTA,2.41 chunks de daño y 0.39 amenazas por video en el corpus base,55
QhlfBtu_CuY,https://www.youtube.com/watch?v=QhlfBtu_CuY,"TROY IS BURNING WITH JULIANA OXENFORD: PROGRAM OF MAY 16, 2026",Arde Troya con Juliana Oxenford,,2903.0,high_yield_channel,Arde Troya con Juliana Oxenford,189,ACOSO_PERSONAL|AMENAZA_DIRECTA,2.41 chunks de daño y 0.39 amenazas por video en el corpus base,55
RWw11m1IHaY,https://www.youtube.com/watch?v=RWw11m1IHaY,"ALL HELL BREAKS LOOSE WITH JULIANA OXENFORD: MAY 15, 2026 PROGRAM",Arde Troya con Juliana Oxenford,,5412.0,high_yield_channel,Arde Troya con Juliana Oxenford,190,ACOSO_PERSONAL|AMENAZA_DIRECTA,2.41 chunks de daño y 0.39 amenazas por video en el corpus base,55
v2VMlKRR8xM,https://www.youtube.com/watch?v=v2VMlKRR8xM,ESTUDIANTES DE LA PUCP PROTESTAN CONTRA ALZA EN LAS PENSIONES: ¿EDUCACIÓN O NEGOCIO? | ARDE TROYA,Arde Troya con Juliana Oxenford,,586.0,high_yield_channel,Arde Troya con Juliana Oxenford,191,ACOSO_PERSONAL|AMENAZA_DIRECTA,2.41 chunks de daño y 0.39 amenazas por video en el corpus base,55
-7BU7tPpWb4,https://www.youtube.com/watch?v=-7BU7tPpWb4,LA ONPE MULTA A FUERZA POPULAR POR LOS VIAJES Y CATAS DE VINO DE MIKI TORRES | ARDE TROYA,Arde Troya con Juliana Oxenford,,364.0,high_yield_channel,Arde Troya con Juliana Oxenford,192,ACOSO_PERSONAL|AMENAZA_DIRECTA,2.41 chunks de daño y 0.39 amenazas por video en el corpus base,55
Cg97Xkx4D4o,https://www.youtube.com/watch?v=Cg97Xkx4D4o,ATTORNEY GENERAL DISMISSES COMPLAINT AGAINST PATRICIA BENAVIDES | ALL HELL BREAKS LOOSE WITH JULI...,Arde Troya con Juliana Oxenford,,1292.0,high_yield_channel,Arde Troya con Juliana Oxenford,193,ACOSO_PERSONAL|AMENAZA_DIRECTA,2.41 chunks de daño y 0.39 amenazas por video en el corpus base,55
FFQVifiQk6s,https://www.youtube.com/watch?v=FFQVifiQk6s,"TROY IS BURNING WITH JULIANA OXENFORD: PROGRAM OF MAY 14, 2026",Arde Troya con Juliana Oxenford,,4162.0,high_yield_channel,Arde Troya con Juliana Oxenford,194,ACOSO_PERSONAL|AMENAZA_DIRECTA,2.41 chunks de daño y 0.39 amenazas por video en el corpus base,55
OAIhCTnRfMs,https://www.youtube.com/watch?v=OAIhCTnRfMs,Students at San Marcos University take over the university campus to protest the rector's reelect...,Arde Troya con Juliana Oxenford,,599.0,high_yield_channel,Arde Troya con Juliana Oxenford,195,ACOSO_PERSONAL|AMENAZA_DIRECTA,2.41 chunks de daño y 0.39 amenazas por video en el corpus base,55
KoCFcCS35UI,https://www.youtube.com/watch?v=KoCFcCS35UI,PROSECUTORS REQUEST PRISON FOR ROBERTO SÁNCHEZ: WHAT WILL HAPPEN TO HIS CANDIDACY? | ALL HELL BRE...,Arde Troya con Juliana Oxenford,,766.0,high_yield_channel,Arde Troya con Juliana Oxenford,196,ACOSO_PERSONAL|AMENAZA_DIRECTA,2.41 chunks de daño y 0.39 amenazas por video en el corpus base,55
q2qlASzIgq8,https://www.youtube.com/watch?v=q2qlASzIgq8,MÁLAGA LIKES LIVING OFF THE STATE! HIS FORMER ADVISER REVEALS THE CONGRESSMAN'S INEFFICIENCY | AR...,Arde Troya con Juliana Oxenford,,1237.0,high_yield_channel,Arde Troya con Juliana Oxenford,197,ACOSO_PERSONAL|AMENAZA_DIRECTA,2.41 chunks de daño y 0.39 amenazas por video en el corpus base,55
HJVwbUU7BA0,https://www.youtube.com/watch?v=HJVwbUU7BA0,"TROY IS BURNING WITH JULIANA OXENFORD: PROGRAM OF MAY 13, 2024",Arde Troya con Juliana Oxenford,,5744.0,high_yield_channel,Arde Troya con Juliana Oxenford,198,ACOSO_PERSONAL|AMENAZA_DIRECTA,2.41 chunks de daño y 0.39 amenazas por video en el corpus base,55
dbRVcP9M-6A,https://www.youtube.com/watch?v=dbRVcP9M-6A,SCANDAL! RAFAEL LÓPEZ ALIAGA DENOUNCES THAT KEIKO LIVES OFF THE 'POLITICAL TITHES' OF HER CONGRES...,Arde Troya con Juliana Oxenford,,730.0,high_yield_channel,Arde Troya con Juliana Oxenford,199,ACOSO_PERSONAL|AMENAZA_DIRECTA,2.41 chunks de daño y 0.39 amenazas por video en el corpus base,55
Ki5eetX4u9I,https://www.youtube.com/watch?v=Ki5eetX4u9I,LOURDES FLORES' CHAMELEON-LIKE TRANSFORMATION! WILL PEDRO CASTILLO BE LEFT WITHOUT A PARDON THIS ...,Arde Troya con Juliana Oxenford,,1005.0,high_yield_channel,Arde Troya con Juliana Oxenford,200,ACOSO_PERSONAL|AMENAZA_DIRECTA,2.41 chunks de daño y 0.39 amenazas por video en el corpus base,55
JOUCF33S7cU,https://www.youtube.com/watch?v=JOUCF33S7cU,"¡NO ES CORVINA, ES PIRAÑA! GLATZER TUESTA DENUNCIA LA CAPTURA DE INSTITUCIONES POR EL FUJIMORISMO",Arde Troya con Juliana Oxenford,,2708.0,high_yield_channel,Arde Troya con Juliana Oxenford,201,ACOSO_PERSONAL|AMENAZA_DIRECTA,2.41 chunks de daño y 0.39 amenazas por video en el corpus base,55
tqXFh9yMxSM,https://www.youtube.com/watch?v=tqXFh9yMxSM,"TROY IS BURNING WITH JULIANA OXENFORD: PROGRAM OF MAY 12, 2026",Arde Troya con Juliana Oxenford,,6206.0,high_yield_channel,Arde Troya con Juliana Oxenford,202,ACOSO_PERSONAL|AMENAZA_DIRECTA,2.41 chunks de daño y 0.39 amenazas por video en el corpus base,55
biNhvHOZ9kw,https://www.youtube.com/watch?v=biNhvHOZ9kw,¡VERGÜENZA INTERNACIONAL! LÓPEZ ALIAGA LLEVA EL CUENTO DEL FRAUDE A CNN Y QUEDA EN RIDÍCULO,Arde Troya con Juliana Oxenford,,648.0,high_yield_channel,Arde Troya con Juliana Oxenford,203,ACOSO_PERSONAL|AMENAZA_DIRECTA,2.41 chunks de daño y 0.39 amenazas por video en el corpus base,55
DN4fV40Z-Lg,https://www.youtube.com/watch?v=DN4fV40Z-Lg,"THE LIES OF MALAGA! HE ANNOUNCED A PROJECT AT THE UN, TRAVELED THE WORLD, AND NEVER PRESENTED ANY...",Arde Troya con Juliana Oxenford,,142.0,high_yield_channel,Arde Troya con Juliana Oxenford,204,ACOSO_PERSONAL|AMENAZA_DIRECTA,2.41 chunks de daño y 0.39 amenazas por video en el corpus base,55
gkJo6f7rDVY,https://www.youtube.com/watch?v=gkJo6f7rDVY,MORE EDUCATION AND OPEN DATA! JAIR MANRIQUE SEEKS TO REVOLUTIONIZE CONGRESS WITH TECHNOLOGY,Arde Troya con Juliana Oxenford,,1666.0,high_yield_channel,Arde Troya con Juliana Oxenford,205,ACOSO_PERSONAL|AMENAZA_DIRECTA,2.41 chunks de daño y 0.39 amenazas por video en el corpus base,55
aviDKDIZsAw,https://www.youtube.com/watch?v=aviDKDIZsAw,"TROY IS BURNING WITH JULIANA OXENFORD: PROGRAM FROM May 11, 2026",Arde Troya con Juliana Oxenford,,5418.0,high_yield_channel,Arde Troya con Juliana Oxenford,206,ACOSO_PERSONAL|AMENAZA_DIRECTA,2.41 chunks de daño y 0.39 amenazas por video en el corpus base,55
F5jIwZfeqb4,https://www.youtube.com/watch?v=F5jIwZfeqb4,Keiko gains allies while Congress corners Delia Espinoza and Corvetto avoids prison,Arde Troya con Juliana Oxenford,,1015.0,high_yield_channel,Arde Troya con Juliana Oxenford,207,ACOSO_PERSONAL|AMENAZA_DIRECTA,2.41 chunks de daño y 0.39 amenazas por video en el corpus base,55
xXk6BXyZMD0,https://www.youtube.com/watch?v=xXk6BXyZMD0,ANOTHER STRIP ON THE TIGER! ONPE FINES POPULAR FORCE FOR WASTING PERUVIANS' MONEY,Arde Troya con Juliana Oxenford,,962.0,high_yield_channel,Arde Troya con Juliana Oxenford,208,ACOSO_PERSONAL|AMENAZA_DIRECTA,2.41 chunks de daño y 0.39 amenazas por video en el corpus base,55
Gz2WqAMr29k,https://www.youtube.com/watch?v=Gz2WqAMr29k,TOGETHER FOR PERU REJECTS POPULAR RENEWAL'S ATTEMPT TO INVALIDATE RURAL VOTES,Arde Troya con Juliana Oxenford,,1065.0,high_yield_channel,Arde Troya con Juliana Oxenford,209,ACOSO_PERSONAL|AMENAZA_DIRECTA,2.41 chunks de daño y 0.39 amenazas por video en el corpus base,55
Al5C-izB4PA,https://www.youtube.com/watch?v=Al5C-izB4PA,ARDE TROYA CON JULIANA OXENFORD: PROGRAMA DEL 8 DE MAYO DEL 2026,Arde Troya con Juliana Oxenford,,5703.0,high_yield_channel,Arde Troya con Juliana Oxenford,210,ACOSO_PERSONAL|AMENAZA_DIRECTA,2.41 chunks de daño y 0.39 amenazas por video en el corpus base,55
WrR6gj1CbXs,https://www.youtube.com/watch?v=WrR6gj1CbXs,PIERO CORVETTO DA LA CARA ANTE LAS ACUSACIONES DE FRAUDE,Arde Troya con Juliana Oxenford,,921.0,high_yield_channel,Arde Troya con Juliana Oxenford,211,ACOSO_PERSONAL|AMENAZA_DIRECTA,2.41 chunks de daño y 0.39 amenazas por video en el corpus base,55
BWoPr7_prhI,https://www.youtube.com/watch?v=BWoPr7_prhI,FRAUD HYSTERIA OVERFLOWS: MAYOR AND CANDIDATE INSIST ON OVERTURNING THE POPULAR WILL,Arde Troya con Juliana Oxenford,,2252.0,high_yield_channel,Arde Troya con Juliana Oxenford,212,ACOSO_PERSONAL|AMENAZA_DIRECTA,2.41 chunks de daño y 0.39 amenazas por video en el corpus base,55
6wN-SuYOLic,https://www.youtube.com/watch?v=6wN-SuYOLic,JOSÉ DOMINGO PÉREZ JOINS JUNTOS POR EL PERÚ: PURSUIT OF CORRUPT OFFICIALS OR POLITICAL CANDIDATE?,Arde Troya con Juliana Oxenford,,2468.0,high_yield_channel,Arde Troya con Juliana Oxenford,213,ACOSO_PERSONAL|AMENAZA_DIRECTA,2.41 chunks de daño y 0.39 amenazas por video en el corpus base,55
q1bseNgjwX8,https://www.youtube.com/watch?v=q1bseNgjwX8,"TROY IS BURNING WITH JULIANA OXENFORD: PROGRAM FROM MAY 7, 2026",Arde Troya con Juliana Oxenford,,6088.0,high_yield_channel,Arde Troya con Juliana Oxenford,214,ACOSO_PERSONAL|AMENAZA_DIRECTA,2.41 chunks de daño y 0.39 amenazas por video en el corpus base,55
Y2TCtAEXdpQ,https://www.youtube.com/watch?v=Y2TCtAEXdpQ,¿QUIÉN RESPONDE POR EL VRAEM? KEIKO FUJIMORI EN EL OJO DE LA TORMENTA | ARDE TROYA,Arde Troya con Juliana Oxenford,,1023.0,high_yield_channel,Arde Troya con Juliana Oxenford,215,ACOSO_PERSONAL|AMENAZA_DIRECTA,2.41 chunks de daño y 0.39 amenazas por video en el corpus base,55
tTJZUXR4aSI,https://www.youtube.com/watch?v=tTJZUXR4aSI,RUTH LUQUE: WHAT IS CONGRESS HIDING ABOUT THE USE OF MONEY? | ALL HELL BURNS WITH JULIANA OXENFORD,Arde Troya con Juliana Oxenford,,1279.0,high_yield_channel,Arde Troya con Juliana Oxenford,216,ACOSO_PERSONAL|AMENAZA_DIRECTA,2.41 chunks de daño y 0.39 amenazas por video en el corpus base,55
2yrs_Zw9uSE,https://www.youtube.com/watch?v=2yrs_Zw9uSE,THE ONLY FRAUD IS RLA'S! RAFAEL BELAUNDE BURIES THE NARRATIVE OF POPULAR RENEWAL,Arde Troya con Juliana Oxenford,,2166.0,high_yield_channel,Arde Troya con Juliana Oxenford,217,ACOSO_PERSONAL|AMENAZA_DIRECTA,2.41 chunks de daño y 0.39 amenazas por video en el corpus base,55
9d0XkdEEonA,https://www.youtube.com/watch?v=9d0XkdEEonA,"TROY IS BURNING WITH JULIANA OXENFORD: PROGRAM FROM MAY 6, 2026",Arde Troya con Juliana Oxenford,,6027.0,high_yield_channel,Arde Troya con Juliana Oxenford,218,ACOSO_PERSONAL|AMENAZA_DIRECTA,2.41 chunks de daño y 0.39 amenazas por video en el corpus base,55
BPyrzxZe2B4,https://www.youtube.com/watch?v=BPyrzxZe2B4,THE GHOSTS RETURN! VERÓNIKA MENDOZA AND KEIKO FUJIMORI REAPPEAR WITH RADICAL SPEECHES,Arde Troya con Juliana Oxenford,,731.0,high_yield_channel,Arde Troya con Juliana Oxenford,219,ACOSO_PERSONAL|AMENAZA_DIRECTA,2.41 chunks de daño y 0.39 amenazas por video en el corpus base,55
FcFx5QpHyAc,https://www.youtube.com/watch?v=FcFx5QpHyAc,¿RECURSOS PÚBLICOS PARA FINES PARTIDARIOS? EL ALCALDE DE LIMA ENTRA A LA DANZA DEL FR4UD3,Arde Troya con Juliana Oxenford,,1258.0,high_yield_channel,Arde Troya con Juliana Oxenford,220,ACOSO_PERSONAL|AMENAZA_DIRECTA,2.41 chunks de daño y 0.39 amenazas por video en el corpus base,55
pZRHD-G0u5U,https://www.youtube.com/watch?v=pZRHD-G0u5U,SUSANA CHÁVEZ FROM PROMSEX ALERTS: BILLS SEEKING TO PUNISH VICTIMS FOR 'FALSE ACCUSATIONS',Arde Troya con Juliana Oxenford,,1605.0,high_yield_channel,Arde Troya con Juliana Oxenford,221,ACOSO_PERSONAL|AMENAZA_DIRECTA,2.41 chunks de daño y 0.39 amenazas por video en el corpus base,55
qzxXc_1Lvn4,https://www.youtube.com/watch?v=qzxXc_1Lvn4,"TROY IS BURNING WITH JULIANA OXENFORD: PROGRAM FROM MAY 5, 2026",Arde Troya con Juliana Oxenford,,5283.0,high_yield_channel,Arde Troya con Juliana Oxenford,222,ACOSO_PERSONAL|AMENAZA_DIRECTA,2.41 chunks de daño y 0.39 amenazas por video en el corpus base,55
OdXStirT0mw,https://www.youtube.com/watch?v=OdXStirT0mw,¡SE LE CAYÓ EL CUENTO! COLEGIO DE INGENIEROS DESMIENTE FR4UD3 DE LÓPEZ ALIAGA A DÍAS DE RESULTADOS,Arde Troya con Juliana Oxenford,,2034.0,high_yield_channel,Arde Troya con Juliana Oxenford,223,ACOSO_PERSONAL|AMENAZA_DIRECTA,2.41 chunks de daño y 0.39 amenazas por video en el corpus base,55
sxrfs58j2xg,https://www.youtube.com/watch?v=sxrfs58j2xg,¿QUIÉN PROTEGE A LAS HUESTES DE LÓPEZ ALIAGA QUE 4M3NAZAN A PERIODISTAS Y FUNCIONARIOS?,Arde Troya con Juliana Oxenford,,1739.0,high_yield_channel,Arde Troya con Juliana Oxenford,224,ACOSO_PERSONAL|AMENAZA_DIRECTA,2.41 chunks de daño y 0.39 amenazas por video en el corpus base,55
LAe3GwCBILs,https://www.youtube.com/watch?v=LAe3GwCBILs,"HUMBERTO ABANTO DISMANTLES FR4UD3'S NARRATIVE: ""THEY ELIMINATE THE NOUN INSTEAD OF THE ADJECTIVE ...",Arde Troya con Juliana Oxenford,,1447.0,high_yield_channel,Arde Troya con Juliana Oxenford,225,ACOSO_PERSONAL|AMENAZA_DIRECTA,2.41 chunks de daño y 0.39 amenazas por video en el corpus base,55
KhCyRXrfZhg,https://www.youtube.com/watch?v=KhCyRXrfZhg,"TROY BURNS WITH JULIANA OXENFORD: PROGRAM FROM MAY 4, 2026",Arde Troya con Juliana Oxenford,,5983.0,high_yield_channel,Arde Troya con Juliana Oxenford,226,ACOSO_PERSONAL|AMENAZA_DIRECTA,2.41 chunks de daño y 0.39 amenazas por video en el corpus base,55
aTuSNJqwbTw,https://www.youtube.com/watch?v=aTuSNJqwbTw,HE TOLD THEM THE TRUTH. KEIKO AND LÓPEZ ALIAGA! TERCO92: THE RAPPER WHO DOESN'T SELL OUT,Arde Troya con Juliana Oxenford,,1482.0,high_yield_channel,Arde Troya con Juliana Oxenford,227,ACOSO_PERSONAL|AMENAZA_DIRECTA,2.41 chunks de daño y 0.39 amenazas por video en el corpus base,55
p2DOORllO2I,https://www.youtube.com/watch?v=p2DOORllO2I,THE VATICAN IS INVESTIGATING HIM! PAOLA UGAZ REVEALS RAPE ALLEGATIONS AGAINST FATHER OMAR,Arde Troya con Juliana Oxenford,,2419.0,high_yield_channel,Arde Troya con Juliana Oxenford,228,ACOSO_PERSONAL|AMENAZA_DIRECTA,2.41 chunks de daño y 0.39 amenazas por video en el corpus base,55
HjRHkbyn_bc,https://www.youtube.com/watch?v=HjRHkbyn_bc,ARDE TROYA CON JULIANA OXENFORD: PROGRAMA DEL 30 DE ABRIL DEL 2026,Arde Troya con Juliana Oxenford,,6432.0,high_yield_channel,Arde Troya con Juliana Oxenford,229,ACOSO_PERSONAL|AMENAZA_DIRECTA,2.41 chunks de daño y 0.39 amenazas por video en el corpus base,55
