selection_order,video_id,url,title,channel_title,channel_id,duration,discovery_type,discovery_source,source_rank,target_category,selection_reason,quota,round_robin,batch_id,selected_at
141,l27N-UZwU30,https://www.youtube.com/watch?v=l27N-UZwU30,COMO ESTAFAN A LOS ALIANCISTAS XD #peru,Goblinciano,,495.0,high_yield_channel,Goblinciano,230,RACISMO_DISCRIMINACION|ACOSO_PERSONAL|AMENAZA_DIRECTA,9.82 chunks de daño y 0.58 amenazas por video en el corpus base,85,,ampliacion_dano_20260727_lote2,2026-07-27T07:54:18-05:00
142,-zfLgFCWd8s,https://www.youtube.com/watch?v=-zfLgFCWd8s,ME BANEARON PIPIPI,Goblinciano,,481.0,high_yield_channel,Goblinciano,231,RACISMO_DISCRIMINACION|ACOSO_PERSONAL|AMENAZA_DIRECTA,9.82 chunks de daño y 0.58 amenazas por video en el corpus base,85,,ampliacion_dano_20260727_lote2,2026-07-27T07:54:18-05:00
143,-5YuleqzULo,https://www.youtube.com/watch?v=-5YuleqzULo,MOVISTAR ES PARA KCHEROS | CHICA DE MOVISTAR ENTREGA SU POT1T0 EL NUEVO DUO,Goblinciano,,506.0,high_yield_channel,Goblinciano,232,RACISMO_DISCRIMINACION|ACOSO_PERSONAL|AMENAZA_DIRECTA,9.82 chunks de daño y 0.58 amenazas por video en el corpus base,85,,ampliacion_dano_20260727_lote2,2026-07-27T07:54:18-05:00
144,qD0C9hh3krI,https://www.youtube.com/watch?v=qD0C9hh3krI,PIDO PERDON CUEVA ES INOCENTE ME RETRACTO | SE FILTRA VIDEO COMPLETO #peru #cueva,Goblinciano,,509.0,high_yield_channel,Goblinciano,233,RACISMO_DISCRIMINACION|ACOSO_PERSONAL|AMENAZA_DIRECTA,9.82 chunks de daño y 0.58 amenazas por video en el corpus base,85,,ampliacion_dano_20260727_lote2,2026-07-27T07:54:18-05:00
145,bSPnzJeLz_8,https://www.youtube.com/watch?v=bSPnzJeLz_8,CUEVA A LA CARCEL | ¡DENUNCIADO POR PEGALON! #peru,Goblinciano,,466.0,high_yield_channel,Goblinciano,234,RACISMO_DISCRIMINACION|ACOSO_PERSONAL|AMENAZA_DIRECTA,9.82 chunks de daño y 0.58 amenazas por video en el corpus base,85,,ampliacion_dano_20260727_lote2,2026-07-27T07:54:18-05:00
146,-eEg_SFJYy0,https://www.youtube.com/watch?v=-eEg_SFJYy0,LOS AREQUIPEÑOS NO SON PERUANOS #peru,Goblinciano,,443.0,high_yield_channel,Goblinciano,235,RACISMO_DISCRIMINACION|ACOSO_PERSONAL|AMENAZA_DIRECTA,9.82 chunks de daño y 0.58 amenazas por video en el corpus base,85,,ampliacion_dano_20260727_lote2,2026-07-27T07:54:18-05:00
147,yCWWnQ6KEtc,https://www.youtube.com/watch?v=yCWWnQ6KEtc,CUEVA IS A BIG DUMB GUY | HE RUINED HIS CAREER AT 32 #peru,Goblinciano,,469.0,high_yield_channel,Goblinciano,236,RACISMO_DISCRIMINACION|ACOSO_PERSONAL|AMENAZA_DIRECTA,9.82 chunks de daño y 0.58 amenazas por video en el corpus base,85,,ampliacion_dano_20260727_lote2,2026-07-27T07:54:18-05:00
148,frQHSc4x7_c,https://www.youtube.com/watch?v=frQHSc4x7_c,SCHOOLS THE DAN PAL1ZA TO LADRON | JULIANA OXENFORD CRYS 😭 #peru #news,Goblinciano,,438.0,high_yield_channel,Goblinciano,237,RACISMO_DISCRIMINACION|ACOSO_PERSONAL|AMENAZA_DIRECTA,9.82 chunks de daño y 0.58 amenazas por video en el corpus base,85,,ampliacion_dano_20260727_lote2,2026-07-27T07:54:18-05:00
149,S9gJd5SmVoA,https://www.youtube.com/watch?v=S9gJd5SmVoA,¡QUE P3NDEJOS! 35 MIL DOLARES POR UNA ENTRADA | HABLANDO HUEVADAS EN EL MADISON SQUARE GARDEN #peru,Goblinciano,,482.0,high_yield_channel,Goblinciano,238,RACISMO_DISCRIMINACION|ACOSO_PERSONAL|AMENAZA_DIRECTA,9.82 chunks de daño y 0.58 amenazas por video en el corpus base,85,,ampliacion_dano_20260727_lote2,2026-07-27T07:54:18-05:00
150,xxnRgi-p9lk,https://www.youtube.com/watch?v=xxnRgi-p9lk,SICK WITH MRD😨 #peru,Goblinciano,,442.0,high_yield_channel,Goblinciano,239,RACISMO_DISCRIMINACION|ACOSO_PERSONAL|AMENAZA_DIRECTA,9.82 chunks de daño y 0.58 amenazas por video en el corpus base,85,,ampliacion_dano_20260727_lote2,2026-07-27T07:54:18-05:00
151,pVNiBcbMvI8,https://www.youtube.com/watch?v=pVNiBcbMvI8,PAOLO GUERRERO ES UN HUEVONAZO | ARRUINO SU CARRERA... #peru,Goblinciano,,443.0,high_yield_channel,Goblinciano,240,RACISMO_DISCRIMINACION|ACOSO_PERSONAL|AMENAZA_DIRECTA,9.82 chunks de daño y 0.58 amenazas por video en el corpus base,85,,ampliacion_dano_20260727_lote2,2026-07-27T07:54:18-05:00
152,gZe9QDJTZck,https://www.youtube.com/watch?v=gZe9QDJTZck,BOLIVIANOS SIN GAS NI DÓLARES #peru #noticias,Goblinciano,,449.0,high_yield_channel,Goblinciano,241,RACISMO_DISCRIMINACION|ACOSO_PERSONAL|AMENAZA_DIRECTA,9.82 chunks de daño y 0.58 amenazas por video en el corpus base,85,,ampliacion_dano_20260727_lote2,2026-07-27T07:54:18-05:00
153,WkmZXAaz1-A,https://www.youtube.com/watch?v=WkmZXAaz1-A,VEGANOS VS MESSI XD,Goblinciano,,537.0,high_yield_channel,Goblinciano,242,RACISMO_DISCRIMINACION|ACOSO_PERSONAL|AMENAZA_DIRECTA,9.82 chunks de daño y 0.58 amenazas por video en el corpus base,85,,ampliacion_dano_20260727_lote2,2026-07-27T07:54:18-05:00
154,eC9RqvSkyQs,https://www.youtube.com/watch?v=eC9RqvSkyQs,URGENTE NOS CAGAR0N A TODOS #peru #noticias,Goblinciano,,496.0,high_yield_channel,Goblinciano,243,RACISMO_DISCRIMINACION|ACOSO_PERSONAL|AMENAZA_DIRECTA,9.82 chunks de daño y 0.58 amenazas por video en el corpus base,85,,ampliacion_dano_20260727_lote2,2026-07-27T07:54:18-05:00
155,OvFp8QRrEGo,https://www.youtube.com/watch?v=OvFp8QRrEGo,ANONYMOUS FILTRA TODO | MADURO ES UN ENFERM1TO #venezolanos #venezuela,Goblinciano,,426.0,high_yield_channel,Goblinciano,244,RACISMO_DISCRIMINACION|ACOSO_PERSONAL|AMENAZA_DIRECTA,9.82 chunks de daño y 0.58 amenazas por video en el corpus base,85,,ampliacion_dano_20260727_lote2,2026-07-27T07:54:18-05:00
156,J_YkmOYBTnM,https://www.youtube.com/watch?v=J_YkmOYBTnM,Cholo Juanito y Richard Douglas - Papeles Hablan (Vol. 0),Juanito y Richard,,1243.0,high_yield_channel,Juanito y Richard,160,RACISMO_DISCRIMINACION|AMENAZA_DIRECTA,2.22 chunks de daño por video; máximo observado de 11 amenazas en un episodio,85,,ampliacion_dano_20260727_lote2,2026-07-27T07:54:18-05:00
157,J41hRSDIcVc,https://www.youtube.com/watch?v=J41hRSDIcVc,Cholo Juanito y Richard Douglas - Buscando Trabajo / Detrás De Cámaras (2014),Juanito y Richard,,523.0,high_yield_channel,Juanito y Richard,161,RACISMO_DISCRIMINACION|AMENAZA_DIRECTA,2.22 chunks de daño por video; máximo observado de 11 amenazas en un episodio,85,,ampliacion_dano_20260727_lote2,2026-07-27T07:54:18-05:00
158,OSNSO-1mQk0,https://www.youtube.com/watch?v=OSNSO-1mQk0,Cholo Juanito y Richard Douglas - Inicio Del Show (Vol. 2),Juanito y Richard,,277.0,high_yield_channel,Juanito y Richard,162,RACISMO_DISCRIMINACION|AMENAZA_DIRECTA,2.22 chunks de daño por video; máximo observado de 11 amenazas en un episodio,85,,ampliacion_dano_20260727_lote2,2026-07-27T07:54:18-05:00
159,KlPv7tarWzU,https://www.youtube.com/watch?v=KlPv7tarWzU,Cholo Juanito y Richard Douglas - Bienvenida a Bolivia (Vol. 2),Juanito y Richard,,459.0,high_yield_channel,Juanito y Richard,163,RACISMO_DISCRIMINACION|AMENAZA_DIRECTA,2.22 chunks de daño por video; máximo observado de 11 amenazas en un episodio,85,,ampliacion_dano_20260727_lote2,2026-07-27T07:54:18-05:00
160,szEBU_ojzJA,https://www.youtube.com/watch?v=szEBU_ojzJA,Cholo Juanito y Richard Douglas - Clases de Baile (Vol. 2),Juanito y Richard,,246.0,high_yield_channel,Juanito y Richard,164,RACISMO_DISCRIMINACION|AMENAZA_DIRECTA,2.22 chunks de daño por video; máximo observado de 11 amenazas en un episodio,85,,ampliacion_dano_20260727_lote2,2026-07-27T07:54:18-05:00
161,wxKgt0JPAgc,https://www.youtube.com/watch?v=wxKgt0JPAgc,Cholo Juanito y Richard Douglas - Baile Mi Cuñadita / Volumen 2 Oficial,Juanito y Richard,,621.0,high_yield_channel,Juanito y Richard,165,RACISMO_DISCRIMINACION|AMENAZA_DIRECTA,2.22 chunks de daño por video; máximo observado de 11 amenazas en un episodio,85,,ampliacion_dano_20260727_lote2,2026-07-27T07:54:18-05:00
162,aBWrLviYWXk,https://www.youtube.com/watch?v=aBWrLviYWXk,Cholo Juanito y Richard Douglas - El Hijo Pródigo (Vol. 2),Juanito y Richard,,1271.0,high_yield_channel,Juanito y Richard,166,RACISMO_DISCRIMINACION|AMENAZA_DIRECTA,2.22 chunks de daño por video; máximo observado de 11 amenazas en un episodio,85,,ampliacion_dano_20260727_lote2,2026-07-27T07:54:18-05:00
163,cSYGKoqUgwM,https://www.youtube.com/watch?v=cSYGKoqUgwM,Cholo Juanito y Richard Douglas - Hoy Me Iré / Detrás De Cámaras (2014),Juanito y Richard,,195.0,high_yield_channel,Juanito y Richard,167,RACISMO_DISCRIMINACION|AMENAZA_DIRECTA,2.22 chunks de daño por video; máximo observado de 11 amenazas en un episodio,85,,ampliacion_dano_20260727_lote2,2026-07-27T07:54:18-05:00
164,uZy7wIpPvKo,https://www.youtube.com/watch?v=uZy7wIpPvKo,🦈(CLIP) Pescaditos - Cholo Juanito y Richard Douglas ¡Tiburón Cómeme! Los Pescadores (2020),Juanito y Richard,,97.0,high_yield_channel,Juanito y Richard,168,RACISMO_DISCRIMINACION|AMENAZA_DIRECTA,2.22 chunks de daño por video; máximo observado de 11 amenazas en un episodio,85,,ampliacion_dano_20260727_lote2,2026-07-27T07:54:18-05:00
165,XWgJlXnMOdo,https://www.youtube.com/watch?v=XWgJlXnMOdo,Cholo Juanito y Richard Douglas - Mijael / Vol. 10,Juanito y Richard,,387.0,high_yield_channel,Juanito y Richard,169,RACISMO_DISCRIMINACION|AMENAZA_DIRECTA,2.22 chunks de daño por video; máximo observado de 11 amenazas en un episodio,85,,ampliacion_dano_20260727_lote2,2026-07-27T07:54:18-05:00
166,7ovSndxL-t4,https://www.youtube.com/watch?v=7ovSndxL-t4,Cholo Juanito y Richard Douglas - Nunca Cambies (Vol. 9),Juanito y Richard,,797.0,high_yield_channel,Juanito y Richard,170,RACISMO_DISCRIMINACION|AMENAZA_DIRECTA,2.22 chunks de daño por video; máximo observado de 11 amenazas en un episodio,85,,ampliacion_dano_20260727_lote2,2026-07-27T07:54:18-05:00
167,V8_k9fOkeDs,https://www.youtube.com/watch?v=V8_k9fOkeDs,La EX del Cholo Juanito (Completo) Yarita Lizeth Yanarico,Juanito y Richard,,1760.0,high_yield_channel,Juanito y Richard,171,RACISMO_DISCRIMINACION|AMENAZA_DIRECTA,2.22 chunks de daño por video; máximo observado de 11 amenazas en un episodio,85,,ampliacion_dano_20260727_lote2,2026-07-27T07:54:18-05:00
168,B2PHGOe5l4U,https://www.youtube.com/watch?v=B2PHGOe5l4U,Cholo Juanito y Richard Douglas - Detrás De Cámaras Volumen 10,Juanito y Richard,,210.0,high_yield_channel,Juanito y Richard,172,RACISMO_DISCRIMINACION|AMENAZA_DIRECTA,2.22 chunks de daño por video; máximo observado de 11 amenazas en un episodio,85,,ampliacion_dano_20260727_lote2,2026-07-27T07:54:18-05:00
169,ZsZiRzbt8QQ,https://www.youtube.com/watch?v=ZsZiRzbt8QQ,Cholo Juanito y Richard Douglas - Inocencia / Vol. 10,Juanito y Richard,,201.0,high_yield_channel,Juanito y Richard,173,RACISMO_DISCRIMINACION|AMENAZA_DIRECTA,2.22 chunks de daño por video; máximo observado de 11 amenazas en un episodio,85,,ampliacion_dano_20260727_lote2,2026-07-27T07:54:18-05:00
170,k8w1oibIpXQ,https://www.youtube.com/watch?v=k8w1oibIpXQ,Cholo Juanito y Richard Douglas - Vol. 10 Completo Oficial,Juanito y Richard,,3301.0,high_yield_channel,Juanito y Richard,174,RACISMO_DISCRIMINACION|AMENAZA_DIRECTA,2.22 chunks de daño por video; máximo observado de 11 amenazas en un episodio,85,,ampliacion_dano_20260727_lote2,2026-07-27T07:54:18-05:00
171,3v-nL5wAwxI,https://www.youtube.com/watch?v=3v-nL5wAwxI,Cholo Juanito y Richard Douglas - Perfume Alpaca Fashion (Vol. 10),Juanito y Richard,,544.0,high_yield_channel,Juanito y Richard,175,RACISMO_DISCRIMINACION|AMENAZA_DIRECTA,2.22 chunks de daño por video; máximo observado de 11 amenazas en un episodio,85,,ampliacion_dano_20260727_lote2,2026-07-27T07:54:18-05:00
172,qUAkI-PzT8w,https://www.youtube.com/watch?v=qUAkI-PzT8w,Cholo Juanito y Richard Douglas - Revelación De Machos (Vol. 10),Juanito y Richard,,800.0,high_yield_channel,Juanito y Richard,176,RACISMO_DISCRIMINACION|AMENAZA_DIRECTA,2.22 chunks de daño por video; máximo observado de 11 amenazas en un episodio,85,,ampliacion_dano_20260727_lote2,2026-07-27T07:54:18-05:00
173,eHMYZsNsLR0,https://www.youtube.com/watch?v=eHMYZsNsLR0,🤣 Juanito y Richard - Las Mandonas (Vol. 10),Juanito y Richard,,646.0,high_yield_channel,Juanito y Richard,177,RACISMO_DISCRIMINACION|AMENAZA_DIRECTA,2.22 chunks de daño por video; máximo observado de 11 amenazas en un episodio,85,,ampliacion_dano_20260727_lote2,2026-07-27T07:54:18-05:00
174,yJHQ927qgN4,https://www.youtube.com/watch?v=yJHQ927qgN4,Cholo Juanito y Richard Douglas - Mi Pobre Vecino (Vol. 10),Juanito y Richard,,862.0,high_yield_channel,Juanito y Richard,178,RACISMO_DISCRIMINACION|AMENAZA_DIRECTA,2.22 chunks de daño por video; máximo observado de 11 amenazas en un episodio,85,,ampliacion_dano_20260727_lote2,2026-07-27T07:54:18-05:00
175,eGgH76r4dUI,https://www.youtube.com/watch?v=eGgH76r4dUI,Cholo Juanito y Richard Douglas - Volumen 10 (Tráiler Oficial),Juanito y Richard,,76.0,high_yield_channel,Juanito y Richard,179,RACISMO_DISCRIMINACION|AMENAZA_DIRECTA,2.22 chunks de daño por video; máximo observado de 11 amenazas en un episodio,85,,ampliacion_dano_20260727_lote2,2026-07-27T07:54:18-05:00
176,GXPts3nPIv8,https://www.youtube.com/watch?v=GXPts3nPIv8,Cholo Juanito y Richard Douglas - En Canchi Grande (En Vivo),Juanito y Richard,,6989.0,high_yield_channel,Juanito y Richard,180,RACISMO_DISCRIMINACION|AMENAZA_DIRECTA,2.22 chunks de daño por video; máximo observado de 11 amenazas en un episodio,85,,ampliacion_dano_20260727_lote2,2026-07-27T07:54:18-05:00
177,5JYGnDqPDdk,https://www.youtube.com/watch?v=5JYGnDqPDdk,Cholo Juanito y Richard Douglas - La Rifa / La Vecindad,Juanito y Richard,,2659.0,high_yield_channel,Juanito y Richard,181,RACISMO_DISCRIMINACION|AMENAZA_DIRECTA,2.22 chunks de daño por video; máximo observado de 11 amenazas en un episodio,85,,ampliacion_dano_20260727_lote2,2026-07-27T07:54:18-05:00
178,yO-RcPkIpDc,https://www.youtube.com/watch?v=yO-RcPkIpDc,Cholo Juanito y Richard Douglas - Tocando Guitarra Bandurria,Juanito y Richard,,158.0,high_yield_channel,Juanito y Richard,182,RACISMO_DISCRIMINACION|AMENAZA_DIRECTA,2.22 chunks de daño por video; máximo observado de 11 amenazas en un episodio,85,,ampliacion_dano_20260727_lote2,2026-07-27T07:54:18-05:00
179,6fj0Ud_FlJc,https://www.youtube.com/watch?v=6fj0Ud_FlJc,Cholo Juanito y Richard Douglas - El Enamorado / La Vecindad,Juanito y Richard,,2737.0,high_yield_channel,Juanito y Richard,183,RACISMO_DISCRIMINACION|AMENAZA_DIRECTA,2.22 chunks de daño por video; máximo observado de 11 amenazas en un episodio,85,,ampliacion_dano_20260727_lote2,2026-07-27T07:54:18-05:00
180,VCsyRD5-T68,https://www.youtube.com/watch?v=VCsyRD5-T68,Cholo Juanito y Richard Douglas - El Fotógrafo / La Vecindad,Juanito y Richard,,2704.0,high_yield_channel,Juanito y Richard,184,RACISMO_DISCRIMINACION|AMENAZA_DIRECTA,2.22 chunks de daño por video; máximo observado de 11 amenazas en un episodio,85,,ampliacion_dano_20260727_lote2,2026-07-27T07:54:18-05:00
181,2oJyAFe26lM,https://www.youtube.com/watch?v=2oJyAFe26lM,Cholo Juanito y Richard Douglas - El Boxeador / La Vecindad,Juanito y Richard,,2921.0,high_yield_channel,Juanito y Richard,185,RACISMO_DISCRIMINACION|AMENAZA_DIRECTA,2.22 chunks de daño por video; máximo observado de 11 amenazas en un episodio,85,,ampliacion_dano_20260727_lote2,2026-07-27T07:54:18-05:00
182,a6ocaHSKaT0,https://www.youtube.com/watch?v=a6ocaHSKaT0,Cholo Juanito y Richard Douglas - Pronto el Vol. 10 / Pedro Paccha,Juanito y Richard,,320.0,high_yield_channel,Juanito y Richard,186,RACISMO_DISCRIMINACION|AMENAZA_DIRECTA,2.22 chunks de daño por video; máximo observado de 11 amenazas en un episodio,85,,ampliacion_dano_20260727_lote2,2026-07-27T07:54:18-05:00
183,UN3SzVHQhwg,https://www.youtube.com/watch?v=UN3SzVHQhwg,Keiko Fujimori introduces her daughter Kaori at massive campaign closing rally in Chiclayo | All ...,Arde Troya con Juliana Oxenford,,457.0,high_yield_channel,Arde Troya con Juliana Oxenford,131,ACOSO_PERSONAL|AMENAZA_DIRECTA,2.41 chunks de daño y 0.39 amenazas por video en el corpus base,55,,ampliacion_dano_20260727_lote2,2026-07-27T07:54:18-05:00
184,dhA1tFwvdT4,https://www.youtube.com/watch?v=dhA1tFwvdT4,PATRICIA DONAYRE REVEALS THE TRUE AUTHORITARIANISM OF FUERZA POPULAR | ARDE TROYA #interview,Arde Troya con Juliana Oxenford,,1579.0,high_yield_channel,Arde Troya con Juliana Oxenford,132,ACOSO_PERSONAL|AMENAZA_DIRECTA,2.41 chunks de daño y 0.39 amenazas por video en el corpus base,55,,ampliacion_dano_20260727_lote2,2026-07-27T07:54:18-05:00
185,0aTL8-dX3Nc,https://www.youtube.com/watch?v=0aTL8-dX3Nc,"TROY BURNS WITH JULIANA OXENFORD: PROGRAM FROM JUNE 4, 2026",Arde Troya con Juliana Oxenford,,5460.0,high_yield_channel,Arde Troya con Juliana Oxenford,133,ACOSO_PERSONAL|AMENAZA_DIRECTA,2.41 chunks de daño y 0.39 amenazas por video en el corpus base,55,,ampliacion_dano_20260727_lote2,2026-07-27T07:54:18-05:00
186,EcRpLNX0uSg,https://www.youtube.com/watch?v=EcRpLNX0uSg,Popular Liberty Party members resign after Rafael Belaunde's support for Keiko | All hell breaks ...,Arde Troya con Juliana Oxenford,,349.0,high_yield_channel,Arde Troya con Juliana Oxenford,134,ACOSO_PERSONAL|AMENAZA_DIRECTA,2.41 chunks de daño y 0.39 amenazas por video en el corpus base,55,,ampliacion_dano_20260727_lote2,2026-07-27T07:54:18-05:00
187,cyDWpwSzN5U,https://www.youtube.com/watch?v=cyDWpwSzN5U,WHAT DID LEYLA CHIHUAN DO FOR THE LGBTIQ+ COMMUNITY WHILE IN CONGRESS? | ALL HELL BREAKS LOOSE,Arde Troya con Juliana Oxenford,,539.0,high_yield_channel,Arde Troya con Juliana Oxenford,135,ACOSO_PERSONAL|AMENAZA_DIRECTA,2.41 chunks de daño y 0.39 amenazas por video en el corpus base,55,,ampliacion_dano_20260727_lote2,2026-07-27T07:54:18-05:00
188,llTsD_NEyY4,https://www.youtube.com/watch?v=llTsD_NEyY4,PERÚ PRIMERO SE UNE A SÁNCHEZ: ALEJANDRO SALAS NIEGA PACTO DE INDULTO PARA VIZCARRA | ARDE TROYA,Arde Troya con Juliana Oxenford,,1429.0,high_yield_channel,Arde Troya con Juliana Oxenford,136,ACOSO_PERSONAL|AMENAZA_DIRECTA,2.41 chunks de daño y 0.39 amenazas por video en el corpus base,55,,ampliacion_dano_20260727_lote2,2026-07-27T07:54:18-05:00
189,1q6rDaigN_U,https://www.youtube.com/watch?v=1q6rDaigN_U,"ARDE TROYA WITH JULIANA OXENFORD: JUNE 3, 2026 PROGRAM",Arde Troya con Juliana Oxenford,,5336.0,high_yield_channel,Arde Troya con Juliana Oxenford,137,ACOSO_PERSONAL|AMENAZA_DIRECTA,2.41 chunks de daño y 0.39 amenazas por video en el corpus base,55,,ampliacion_dano_20260727_lote2,2026-07-27T07:54:18-05:00
190,TuTP_jQmfs0,https://www.youtube.com/watch?v=TuTP_jQmfs0,EL RESPALDO DEL RECTOR DE LA UNI A ROBERTO SÁNCHEZ BUSCA CONSOLIDAR EL VOTO JOVEN | ARDE TROYA,Arde Troya con Juliana Oxenford,,303.0,high_yield_channel,Arde Troya con Juliana Oxenford,138,ACOSO_PERSONAL|AMENAZA_DIRECTA,2.41 chunks de daño y 0.39 amenazas por video en el corpus base,55,,ampliacion_dano_20260727_lote2,2026-07-27T07:54:18-05:00
191,e3kDOi8-hMw,https://www.youtube.com/watch?v=e3kDOi8-hMw,¡GOLPE DE TIMÓN! ROBERTO SÁNCHEZ CAMBIA SU PLAN DE GOBIERNO A CINCO DÍAS DEL BALOTAJE | ARDE TROYA,Arde Troya con Juliana Oxenford,,1712.0,high_yield_channel,Arde Troya con Juliana Oxenford,139,ACOSO_PERSONAL|AMENAZA_DIRECTA,2.41 chunks de daño y 0.39 amenazas por video en el corpus base,55,,ampliacion_dano_20260727_lote2,2026-07-27T07:54:18-05:00
192,C9Fii9WRrtc,https://www.youtube.com/watch?v=C9Fii9WRrtc,"RAFAEL BELAÚNDE CLARIFIES HIS SUPPORT FOR KEIKO: ""I DON'T WANT SÁNCHEZ TO WIN"" | ARDE TROYA #inte...",Arde Troya con Juliana Oxenford,,2138.0,high_yield_channel,Arde Troya con Juliana Oxenford,140,ACOSO_PERSONAL|AMENAZA_DIRECTA,2.41 chunks de daño y 0.39 amenazas por video en el corpus base,55,,ampliacion_dano_20260727_lote2,2026-07-27T07:54:18-05:00
193,wJkAuQPMZ1k,https://www.youtube.com/watch?v=wJkAuQPMZ1k,"ALL HELL BREAKS LOOSE WITH JULIANA OXENFORD: JUNE 2, 2026 PROGRAM",Arde Troya con Juliana Oxenford,,5845.0,high_yield_channel,Arde Troya con Juliana Oxenford,141,ACOSO_PERSONAL|AMENAZA_DIRECTA,2.41 chunks de daño y 0.39 amenazas por video en el corpus base,55,,ampliacion_dano_20260727_lote2,2026-07-27T07:54:18-05:00
194,_5tO5Vqi9ug,https://www.youtube.com/watch?v=_5tO5Vqi9ug,WE REVIEW THE NUMBERS FROM THE LAST ELECTIONS AS THE STREETS MOBILIZE | ALL HELL BURNS,Arde Troya con Juliana Oxenford,,1013.0,high_yield_channel,Arde Troya con Juliana Oxenford,142,ACOSO_PERSONAL|AMENAZA_DIRECTA,2.41 chunks de daño y 0.39 amenazas por video en el corpus base,55,,ampliacion_dano_20260727_lote2,2026-07-27T07:54:18-05:00
195,EHX6E-SPAS0,https://www.youtube.com/watch?v=EHX6E-SPAS0,JULIANA DESMENUZA LOS GOLPES BAJOS Y LAS CAÍDAS DE KEIKO Y ROBERTO SÁNCHEZ | ARDE TROYA,Arde Troya con Juliana Oxenford,,1884.0,high_yield_channel,Arde Troya con Juliana Oxenford,143,ACOSO_PERSONAL|AMENAZA_DIRECTA,2.41 chunks de daño y 0.39 amenazas por video en el corpus base,55,,ampliacion_dano_20260727_lote2,2026-07-27T07:54:18-05:00
196,wCQB1nL8tCk,https://www.youtube.com/watch?v=wCQB1nL8tCk,GLATZER TUESTA BREAKS DOWN THE STRATEGIES THAT DEFINED THE ENCOUNTER BETWEEN KEIKO AND SÁNCHEZ | ...,Arde Troya con Juliana Oxenford,,2288.0,high_yield_channel,Arde Troya con Juliana Oxenford,144,ACOSO_PERSONAL|AMENAZA_DIRECTA,2.41 chunks de daño y 0.39 amenazas por video en el corpus base,55,,ampliacion_dano_20260727_lote2,2026-07-27T07:54:18-05:00
197,nC3i3Xj2EH0,https://www.youtube.com/watch?v=nC3i3Xj2EH0,"TROY BURNS WITH JULIANA OXENFORD: PROGRAM FROM JUNE 1, 2026",Arde Troya con Juliana Oxenford,,5836.0,high_yield_channel,Arde Troya con Juliana Oxenford,145,ACOSO_PERSONAL|AMENAZA_DIRECTA,2.41 chunks de daño y 0.39 amenazas por video en el corpus base,55,,ampliacion_dano_20260727_lote2,2026-07-27T07:54:18-05:00
198,XCMeFDNa0mI,https://www.youtube.com/watch?v=XCMeFDNa0mI,SCANDAL IN THE EXECUTIVE BRANCH! BALCÁZAR UNDERMIZES THE JUSTICE SYSTEM AND ANNOUNCES PARDON FOR ...,Arde Troya con Juliana Oxenford,,378.0,high_yield_channel,Arde Troya con Juliana Oxenford,146,ACOSO_PERSONAL|AMENAZA_DIRECTA,2.41 chunks de daño y 0.39 amenazas por video en el corpus base,55,,ampliacion_dano_20260727_lote2,2026-07-27T07:54:18-05:00
199,aHqnc453FOI,https://www.youtube.com/watch?v=aHqnc453FOI,BREAKING NEWS! KEIKO FUJIMORI TAKES THE LEAD IN THE POLLS AND LEAVES ROBERTO SÁNCHEZ BEHIND,Arde Troya con Juliana Oxenford,,1066.0,high_yield_channel,Arde Troya con Juliana Oxenford,147,ACOSO_PERSONAL|AMENAZA_DIRECTA,2.41 chunks de daño y 0.39 amenazas por video en el corpus base,55,,ampliacion_dano_20260727_lote2,2026-07-27T07:54:18-05:00
200,4fVwt7Ngxqs,https://www.youtube.com/watch?v=4fVwt7Ngxqs,LUCIANO LÓPEZ EXPOSES THE CONSTITUTIONAL COURT AND WARNS THAT IMPEACHMENT REMAINS CONGRESS'S WEAPON,Arde Troya con Juliana Oxenford,,2022.0,high_yield_channel,Arde Troya con Juliana Oxenford,148,ACOSO_PERSONAL|AMENAZA_DIRECTA,2.41 chunks de daño y 0.39 amenazas por video en el corpus base,55,,ampliacion_dano_20260727_lote2,2026-07-27T07:54:18-05:00
201,Ml4BgVT3VW4,https://www.youtube.com/watch?v=Ml4BgVT3VW4,"TROY IS BURNING WITH JULIANA OXENFORD: PROGRAM OF MAY 29, 2026",Arde Troya con Juliana Oxenford,,5781.0,high_yield_channel,Arde Troya con Juliana Oxenford,149,ACOSO_PERSONAL|AMENAZA_DIRECTA,2.41 chunks de daño y 0.39 amenazas por video en el corpus base,55,,ampliacion_dano_20260727_lote2,2026-07-27T07:54:18-05:00
202,Rr6OE_tjBy4,https://www.youtube.com/watch?v=Rr6OE_tjBy4,'POPY' OLIVERA REAPPEARS AND IGNITES THE RUNOFF WITH ALLEGED 'EVIDENCE' OF FRAUD | ALL HELL BURNS,Arde Troya con Juliana Oxenford,,1699.0,high_yield_channel,Arde Troya con Juliana Oxenford,150,ACOSO_PERSONAL|AMENAZA_DIRECTA,2.41 chunks de daño y 0.39 amenazas por video en el corpus base,55,,ampliacion_dano_20260727_lote2,2026-07-27T07:54:18-05:00
